,s_stables,i_stables,r_stables,n_stables
0,148.35714285714286,59.128571428571426,41.74285714285714,249.22857142857143
1,466.7857142857143,0.0,0.0,466.7857142857143
2,319.24285714285713,59.32857142857143,53.871428571428574,432.4428571428571
3,198.52857142857144,33.91428571428571,35.128571428571426,267.57142857142856
4,250.2,36.58571428571429,46.5,333.2857142857143
5,362.3285714285714,0.0,6.0,368.3285714285714
6,311.5857142857143,42.92857142857143,73.01428571428572,427.5285714285714
7,153.45714285714286,48.0,57.371428571428574,258.8285714285714
8,377.34285714285716,24.057142857142857,61.84285714285714,463.24285714285713
9,192.47142857142856,54.68571428571428,57.24285714285714,304.4
10,211.25714285714287,29.728571428571428,46.457142857142856,287.4428571428571
11,327.64285714285717,41.92857142857143,53.7,423.27142857142854
12,199.74285714285713,35.7,51.65714285714286,287.1
13,242.92857142857142,44.82857142857143,75.35714285714286,363.1142857142857
14,211.61428571428573,30.571428571428573,57.357142857142854,299.54285714285714
15,394.8,74.04285714285714,58.47142857142857,527.3142857142857
16,82.58571428571429,6.485714285714286,14.057142857142857,103.12857142857143
17,364.5571428571429,53.68571428571428,62.92857142857143,481.1714285714286
18,149.5142857142857,34.15714285714286,49.84285714285714,233.5142857142857
19,233.9857142857143,17.414285714285715,32.47142857142857,283.87142857142857
20,263.22857142857146,59.042857142857144,48.07142857142857,370.34285714285716
21,241.64285714285714,59.98571428571429,70.87142857142857,372.5
22,261.98571428571427,60.142857142857146,51.98571428571429,374.1142857142857
23,305.48571428571427,41.05714285714286,59.628571428571426,406.1714285714286
24,579.5714285714286,0.0,2.0,581.5714285714286
25,346.07142857142856,78.18571428571428,83.67142857142858,507.92857142857144
26,229.94285714285715,0.0,7.185714285714286,237.12857142857143
27,335.6714285714286,30.071428571428573,52.4,418.14285714285717
28,344.77142857142854,83.12857142857143,73.75714285714285,501.65714285714284
29,241.94285714285715,32.82857142857143,40.82857142857143,315.6
