,s_stables,i_stables,r_stables,n_stables
0,270.9142857142857,0.0,6.0,276.9142857142857
1,238.31428571428572,0.0,2.0,240.31428571428572
2,262.9714285714286,0.0,3.0,265.9714285714286
3,235.5142857142857,0.0,4.0,239.5142857142857
4,254.24285714285713,0.0,2.0,256.24285714285713
5,246.88571428571427,0.0,3.0,249.88571428571427
6,263.51428571428573,0.0,4.0,267.51428571428573
7,241.11428571428573,0.0,3.0,244.11428571428573
8,255.9142857142857,0.0,1.0,256.9142857142857
9,249.94285714285715,0.0,2.0,251.94285714285715
10,247.78571428571428,0.0,2.0,249.78571428571428
11,250.17142857142858,0.0,5.0,255.17142857142858
12,256.1142857142857,0.0,1.0,257.1142857142857
13,258.9,0.0,4.0,262.9
14,240.72857142857143,0.0,3.0,243.72857142857143
15,234.22857142857143,0.0,3.0,237.22857142857143
16,268.7,0.0,1.0,269.7
17,221.15714285714284,0.0,2.0,223.15714285714284
18,262.15714285714284,0.0,4.0,266.15714285714284
19,254.87142857142857,0.0,3.0,257.87142857142857
20,207.14285714285714,0.0,0.0,207.14285714285714
21,298.7857142857143,0.0,4.0,302.7857142857143
22,260.95714285714286,0.0,2.0,262.95714285714286
23,245.18571428571428,0.0,3.0,248.18571428571428
24,222.7,0.0,1.0,223.7
25,207.38571428571427,0.0,4.0,211.38571428571427
26,271.3,0.0,1.0,272.3
27,236.28571428571428,0.0,6.0,242.28571428571428
28,292.45714285714286,0.0,0.0,292.45714285714286
29,275.35714285714283,0.0,4.0,279.35714285714283
