,time,S,I,R,N
0,0.0,300.0,100.0,0.0,400.0
1,0.0013812154696132596,300.0,100.0,0.0,400.0
2,0.0027624309392265192,298.0,100.0,0.0,398.0
3,0.0041505871900941165,299.0,100.0,0.0,399.0
4,0.005535264352613675,298.0,101.0,0.0,399.0
5,0.006919941515133234,297.0,102.0,0.0,399.0
6,0.008304618677652791,297.0,103.0,0.0,400.0
7,0.00968583414726605,297.0,102.0,0.0,399.0
8,0.011070511309785609,297.0,101.0,0.0,398.0
9,0.012458667560653206,297.0,102.0,0.0,399.0
10,0.013843344723172765,296.0,103.0,0.0,399.0
11,0.015228021885692323,296.0,104.0,0.0,400.0
12,0.016609237355305582,295.0,105.0,0.0,400.0
13,0.017990452824918842,294.0,106.0,0.0,400.0
14,0.0193716682945321,294.0,105.0,0.0,399.0
15,0.02075634545705166,294.0,106.0,0.0,400.0
16,0.02213756092666492,292.0,106.0,1.0,399.0
17,0.023522238089184477,292.0,105.0,1.0,398.0
18,0.024910394340052076,291.0,106.0,1.0,398.0
19,0.026298550590919675,292.0,106.0,1.0,399.0
20,0.027683227753439232,292.0,106.0,1.0,399.0
21,0.02906790491595879,290.0,107.0,1.0,398.0
22,0.03045606116682639,290.0,105.0,2.0,397.0
23,0.031847714032935466,291.0,104.0,2.0,397.0
24,0.033239366899044546,291.0,104.0,2.0,397.0
25,0.03463101976515363,290.0,104.0,3.0,397.0
26,0.03602267263126271,290.0,103.0,3.0,396.0
27,0.0374178397722862,290.0,103.0,3.0,396.0
28,0.038813006913309696,290.0,102.0,4.0,396.0
29,0.04020817405433319,291.0,101.0,4.0,396.0
30,0.041603341195356684,290.0,101.0,5.0,396.0
31,0.04299850833638018,290.0,101.0,6.0,397.0
32,0.04439016120248926,289.0,102.0,6.0,397.0
33,0.04578181406859834,289.0,102.0,6.0,397.0
34,0.04717346693470742,289.0,102.0,6.0,397.0
35,0.0485651198008165,289.0,102.0,6.0,397.0
