,s_stables,i_stables,r_stables,n_stables
0,240.0857142857143,0.0,2.0,242.0857142857143
1,276.22857142857146,0.0,3.0,279.22857142857146
2,199.8,0.0,1.0,200.8
3,183.47142857142856,0.0,4.0,187.47142857142856
4,227.85714285714286,0.0,3.0142857142857142,230.87142857142857
5,229.02857142857144,0.0,1.0,230.02857142857144
6,189.34285714285716,0.0,1.0,190.34285714285716
7,220.55714285714285,0.0,1.0,221.55714285714285
8,278.0285714285714,0.0,0.0,278.0285714285714
9,238.25714285714287,0.0,3.0,241.25714285714287
10,275.5571428571429,0.0,3.0,278.5571428571429
11,208.7,0.0,6.314285714285714,215.0142857142857
12,291.5857142857143,0.0,2.0,293.5857142857143
13,200.78571428571428,0.0,6.0,206.78571428571428
14,217.04285714285714,0.0,0.0,217.04285714285714
15,248.38571428571427,0.0,2.0,250.38571428571427
16,294.1714285714286,0.0,7.0,301.1714285714286
17,218.37142857142857,0.0,1.0,219.37142857142857
18,201.4,0.0,1.0,202.4
19,228.97142857142856,0.0,0.0,228.97142857142856
20,205.77142857142857,0.0,3.0,208.77142857142857
21,182.11428571428573,0.0,2.0,184.11428571428573
22,276.3,0.0,2.0,278.3
23,221.9857142857143,0.0,1.0,222.9857142857143
24,242.17142857142858,0.0,3.0,245.17142857142858
25,218.9142857142857,0.0,0.0,218.9142857142857
26,275.57142857142856,0.0,4.0,279.57142857142856
27,201.14285714285714,0.0,1.0,202.14285714285714
28,173.5857142857143,0.0,2.0,175.5857142857143
29,198.64285714285714,0.0,4.0,202.64285714285714
