,s_stables,i_stables,r_stables,n_stables
0,0.0,0.0,0.0,0.0
1,15.4,0.0,0.0,15.4
2,76.24285714285715,0.0,0.0,76.24285714285715
3,28.928571428571427,0.0,0.0,28.928571428571427
4,123.32857142857142,0.0,0.0,123.32857142857142
5,0.0,0.0,0.0,0.0
6,105.17142857142858,0.0,0.0,105.17142857142858
7,75.65714285714286,0.0,0.0,75.65714285714286
8,0.0,0.0,0.0,0.0
9,91.84285714285714,0.0,0.0,91.84285714285714
10,220.12857142857143,0.0,0.0,220.12857142857143
11,112.92857142857143,0.0,0.0,112.92857142857143
12,0.0,0.0,0.0,0.0
13,64.44285714285714,0.0,0.0,64.44285714285714
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,33.84285714285714,0.0,0.0,33.84285714285714
17,0.0,0.0,0.0,0.0
18,81.58571428571429,0.0,0.0,81.58571428571429
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,101.74285714285715,0.0,0.0,101.74285714285715
22,177.72857142857143,0.0,0.0,177.72857142857143
23,0.0,0.0,0.0,0.0
24,123.92857142857143,0.0,0.0,123.92857142857143
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,89.74285714285715,0.0,0.0,89.74285714285715
29,118.2,0.0,0.0,118.2
