,s_stables,i_stables,r_stables,n_stables
0,196.18571428571428,0.0,1.0,197.18571428571428
1,210.14285714285714,0.0,4.0,214.14285714285714
2,225.44285714285715,0.0,2.0,227.44285714285715
3,302.92857142857144,0.0,2.0,304.92857142857144
4,277.4714285714286,0.0,3.0,280.4714285714286
5,233.52857142857144,0.0,1.0,234.52857142857144
6,195.38571428571427,0.0,3.0,198.38571428571427
7,244.3,0.0,1.0,245.3
8,209.0142857142857,0.0,3.0,212.0142857142857
9,229.92857142857142,0.0,0.0,229.92857142857142
10,209.1,0.0,0.0,209.1
11,234.95714285714286,0.0,1.0,235.95714285714286
12,181.5857142857143,0.0,4.0,185.5857142857143
13,228.9142857142857,0.0,3.0,231.9142857142857
14,238.04285714285714,0.0,1.6571428571428573,239.7
15,240.81428571428572,0.0,4.0,244.81428571428572
16,254.14285714285714,0.0,1.0,255.14285714285714
17,241.9857142857143,0.0,0.0,241.9857142857143
18,234.44285714285715,0.0,2.0,236.44285714285715
19,279.0571428571429,0.0,1.0,280.0571428571429
20,287.3857142857143,0.0,5.0,292.3857142857143
21,169.94285714285715,0.0,2.0,171.94285714285715
22,236.24285714285713,0.0,0.0,236.24285714285713
23,196.74285714285713,0.0,1.0,197.74285714285713
24,245.31428571428572,0.0,1.8142857142857143,247.12857142857143
25,266.5,0.0,1.0,267.5
26,279.7142857142857,0.0,3.0,282.7142857142857
27,214.3,0.0,0.0,214.3
28,242.61428571428573,0.0,3.0,245.61428571428573
29,226.9,0.0,3.0,229.9
