,s_stables,i_stables,r_stables,n_stables
0,221.6,0.0,1.0,222.6
1,230.94285714285715,0.0,2.0,232.94285714285715
2,254.38571428571427,0.0,1.0,255.38571428571427
3,200.12857142857143,0.0,1.0,201.12857142857143
4,211.64285714285714,0.0,0.0,211.64285714285714
5,224.17142857142858,0.0,2.0,226.17142857142858
6,189.05714285714285,0.0,1.0,190.05714285714285
7,248.62857142857143,0.0,0.0,248.62857142857143
8,234.9142857142857,0.0,4.0,238.9142857142857
9,257.98571428571427,0.0,3.0,260.98571428571427
10,228.84285714285716,0.0,1.1,229.94285714285715
11,196.44285714285715,0.0,1.0,197.44285714285715
12,174.27142857142857,0.0,3.0,177.27142857142857
13,179.12857142857143,0.0,2.0,181.12857142857143
14,220.12857142857143,0.0,1.0,221.12857142857143
15,168.0857142857143,0.0,0.0,168.0857142857143
16,214.21428571428572,0.0,3.657142857142857,217.87142857142857
17,206.15714285714284,0.0,8.0,214.15714285714284
18,249.68571428571428,0.0,0.0,249.68571428571428
19,250.35714285714286,0.0,2.0,252.35714285714286
20,190.9,0.0,1.0,191.9
21,207.35714285714286,0.0,0.0,207.35714285714286
22,175.1,0.0,0.0,175.1
23,209.17142857142858,0.0,2.0,211.17142857142858
24,262.6,0.0,3.0,265.6
25,254.45714285714286,0.0,2.0,256.45714285714286
26,274.9,0.0,5.0,279.9
27,259.7,0.0,3.0,262.7
28,208.14285714285714,0.0,1.0,209.14285714285714
29,220.85714285714286,0.0,1.0,221.85714285714286
