,time,S,I,R,N
0,0.0,300.0,100.0,0.0,400.0
1,0.0003649635036496355,300.0,100.0,0.0,400.0
2,0.000729927007299271,300.0,99.0,0.0,399.0
3,0.0010958052064467753,300.0,98.0,0.0,398.0
4,0.0014626026975519367,300.0,98.0,0.0,398.0
5,0.0018294001886570979,300.0,98.0,0.0,398.0
6,0.002196197679762259,299.0,97.0,0.0,396.0
7,0.0025648476834487597,299.0,97.0,0.0,396.0
8,0.0029334976871352603,299.0,96.0,0.0,395.0
9,0.0033030809819703344,299.0,96.0,0.0,395.0
10,0.0036726642768054084,299.0,95.0,0.0,394.0
11,0.004043185600307577,299.0,94.0,0.0,393.0
12,0.0044146497261596225,299.0,94.0,0.0,393.0
13,0.0047861138520116685,299.0,93.0,0.0,392.0
14,0.005158525590429664,299.0,93.0,0.0,392.0
15,0.00553093732884766,298.0,94.0,0.0,392.0
16,0.005903349067265655,299.0,94.0,0.0,393.0
17,0.006274813193117701,298.0,93.0,0.0,391.0
18,0.006648177391224745,298.0,93.0,0.0,391.0
19,0.007021541589331789,298.0,93.0,0.0,391.0
20,0.007394905787438833,298.0,93.0,0.0,391.0
21,0.007768269985545877,298.0,92.0,0.0,390.0
22,0.00814259152775063,298.0,92.0,0.0,390.0
23,0.008516913069955384,298.0,92.0,0.0,390.0
24,0.008891234612160138,298.0,92.0,0.0,390.0
25,0.009265556154364892,298.0,92.0,0.0,390.0
26,0.009639877696569646,298.0,92.0,0.0,390.0
27,0.0100141992387744,297.0,93.0,0.0,390.0
28,0.010388520780979153,297.0,93.0,0.0,390.0
29,0.010762842323183907,297.0,93.0,0.0,390.0
30,0.01113716386538866,297.0,93.0,0.0,390.0
31,0.011511485407593414,297.0,93.0,0.0,390.0
32,0.011885806949798168,296.0,94.0,0.0,390.0
33,0.012260128492002921,296.0,94.0,0.0,390.0
34,0.012634450034207675,296.0,93.0,0.0,389.0
35,0.013009733842587762,296.0,93.0,0.0,389.0
36,0.01338501765096785,296.0,92.0,0.0,388.0
37,0.013761268685658195,296.0,92.0,0.0,388.0
38,0.01413751972034854,296.0,92.0,0.0,388.0
39,0.014513770755038886,296.0,91.0,0.0,387.0
40,0.014890994014625073,296.0,90.0,0.0,386.0
41,0.015269194536541793,296.0,90.0,0.0,386.0
42,0.015647395058458514,296.0,89.0,0.0,385.0
43,0.0160265779193932,296.0,88.0,0.0,384.0
44,0.016406748235694903,296.0,88.0,0.0,384.0
45,0.016786918551996606,296.0,88.0,0.0,384.0
46,0.01716708886829831,296.0,88.0,0.0,384.0
47,0.01754725918460001,296.0,87.0,0.0,383.0
48,0.017928422112693625,296.0,87.0,0.0,383.0
49,0.018309585040787238,295.0,87.0,0.0,382.0
50,0.01869174577759314,294.0,88.0,0.0,382.0
51,0.01907390651439904,293.0,89.0,0.0,382.0
52,0.01945606725120494,293.0,89.0,0.0,382.0
53,0.01983822798801084,293.0,89.0,0.0,382.0
54,0.02022038872481674,293.0,89.0,0.0,382.0
55,0.02060254946162264,293.0,88.0,1.0,382.0
56,0.02098471019842854,293.0,88.0,1.0,382.0
57,0.02136687093523444,293.0,87.0,1.0,381.0
58,0.021750034718593637,293.0,86.0,1.0,380.0
59,0.022134206827698517,293.0,86.0,1.0,380.0
60,0.022518378936803397,293.0,86.0,1.0,380.0
61,0.022902551045908277,293.0,86.0,1.0,380.0
62,0.023286723155013157,293.0,85.0,1.0,379.0
63,0.023671908910843906,293.0,85.0,1.0,379.0
64,0.024057094666674654,293.0,85.0,1.0,379.0
65,0.024442280422505402,292.0,85.0,1.0,378.0
66,0.02482848518827221,292.0,85.0,1.0,378.0
67,0.02521468995403902,292.0,85.0,1.0,378.0
68,0.02560089471980583,292.0,85.0,1.0,378.0
69,0.025987099485572637,292.0,85.0,1.0,378.0
70,0.026373304251339446,293.0,85.0,1.0,379.0
71,0.026758490007170194,293.0,85.0,1.0,379.0
72,0.027143675763000943,293.0,85.0,1.0,379.0
73,0.02752886151883169,293.0,85.0,1.0,379.0
74,0.02791404727466244,293.0,84.0,1.0,378.0
75,0.028300252040429248,293.0,84.0,1.0,378.0
76,0.028686456806196057,293.0,84.0,1.0,378.0
77,0.029072661571962866,293.0,83.0,1.0,377.0
78,0.029459890753553993,293.0,83.0,1.0,377.0
79,0.02984711993514512,291.0,83.0,1.0,375.0
80,0.030236414339038065,291.0,83.0,1.0,375.0
81,0.03062570874293101,291.0,83.0,1.0,375.0
82,0.031015003146823955,291.0,83.0,1.0,375.0
83,0.0314042975507169,291.0,82.0,2.0,375.0
84,0.031793591954609846,291.0,82.0,2.0,375.0
85,0.03218288635850279,290.0,81.0,3.0,374.0
86,0.03257322165652379,290.0,81.0,3.0,374.0
87,0.032963556954544795,290.0,80.0,3.0,373.0
88,0.03335493872789561,290.0,80.0,3.0,373.0
89,0.03374632050124643,289.0,81.0,3.0,373.0
90,0.03413770227459725,289.0,81.0,3.0,373.0
91,0.034529084047948064,289.0,80.0,3.0,372.0
92,0.034921517922840144,288.0,81.0,3.0,372.0
93,0.035313951797732224,288.0,81.0,3.0,372.0
94,0.035706385672624304,288.0,81.0,3.0,372.0
95,0.036098819547516384,288.0,81.0,3.0,372.0
96,0.036491253422408464,287.0,81.0,3.0,371.0
97,0.03688474507054823,287.0,80.0,3.0,370.0
98,0.03727930020962892,287.0,79.0,3.0,369.0
99,0.03767492460382907,287.0,78.0,3.0,368.0
100,0.0380716240643178,287.0,78.0,3.0,368.0
101,0.03846832352480653,287.0,78.0,3.0,368.0
102,0.03886502298529526,287.0,77.0,3.0,367.0
103,0.039262803370744455,287.0,77.0,3.0,367.0
104,0.03966058375619365,287.0,77.0,3.0,367.0
105,0.04005836414164284,287.0,77.0,3.0,367.0
106,0.040456144527092036,287.0,76.0,3.0,366.0
107,0.040855011744195466,287.0,76.0,3.0,366.0
108,0.041253878961298895,287.0,76.0,3.0,366.0
109,0.041652746178402325,287.0,76.0,3.0,366.0
110,0.042051613395505755,287.0,76.0,3.0,366.0
111,0.042450480612609184,287.0,76.0,3.0,366.0
112,0.042849347829712614,287.0,76.0,3.0,366.0
113,0.043248215046816044,287.0,76.0,3.0,366.0
114,0.04364708226391947,286.0,76.0,3.0,365.0
115,0.04404704226791907,286.0,76.0,3.0,365.0
116,0.04444700227191867,286.0,76.0,3.0,365.0
117,0.044846962275918265,286.0,76.0,3.0,365.0
118,0.04524692227991786,286.0,76.0,3.0,365.0
119,0.04564688228391746,287.0,76.0,3.0,366.0
120,0.04604574950102089,287.0,76.0,3.0,366.0
121,0.04644461671812432,287.0,76.0,3.0,366.0
122,0.04684348393522775,288.0,75.0,3.0,366.0
123,0.04724235115233118,288.0,75.0,3.0,366.0
124,0.04764121836943461,288.0,75.0,3.0,366.0
125,0.04804008558653804,288.0,75.0,3.0,366.0
126,0.048438952803641466,289.0,75.0,3.0,367.0
127,0.04883673318909066,289.0,75.0,3.0,367.0
128,0.049234513574539854,290.0,75.0,3.0,368.0
129,0.049631213035028585,290.0,74.0,3.0,367.0
130,0.05002899342047778,290.0,73.0,3.0,366.0
131,0.05042786063758121,290.0,73.0,3.0,366.0
132,0.05082672785468464,290.0,73.0,3.0,366.0
133,0.05122559507178807,290.0,73.0,3.0,366.0
134,0.0516244622888915,290.0,73.0,3.0,366.0
135,0.05202332950599493,290.0,73.0,3.0,366.0
136,0.052422196723098356,290.0,73.0,3.0,366.0
137,0.052821063940201786,290.0,73.0,3.0,366.0
138,0.053219931157305216,290.0,72.0,3.0,365.0
139,0.05361989116130482,290.0,72.0,3.0,365.0
140,0.05401985116530442,290.0,72.0,3.0,365.0
141,0.054419811169304014,290.0,71.0,3.0,364.0
142,0.05482086996452339,290.0,71.0,3.0,364.0
143,0.05522192875974277,290.0,70.0,3.0,363.0
144,0.05562409240012805,289.0,71.0,3.0,363.0
145,0.056026256040513325,289.0,71.0,3.0,363.0
146,0.0564284196808986,289.0,71.0,3.0,363.0
147,0.05683058332128388,289.0,71.0,3.0,363.0
148,0.057232746961669155,289.0,71.0,3.0,363.0
149,0.05763491060205443,289.0,71.0,3.0,363.0
150,0.05803707424243971,289.0,71.0,3.0,363.0
151,0.058439237882824985,289.0,71.0,3.0,363.0
152,0.05884140152321026,289.0,71.0,3.0,363.0
153,0.05924356516359554,289.0,71.0,3.0,363.0
154,0.059645728803980815,289.0,70.0,3.0,362.0
155,0.06004900339364892,289.0,70.0,3.0,362.0
156,0.06045227798331703,289.0,70.0,3.0,362.0
157,0.06085555257298514,288.0,71.0,3.0,362.0
158,0.06125882716265325,288.0,71.0,3.0,362.0
159,0.061662101752321355,288.0,71.0,3.0,362.0
160,0.06206537634198946,288.0,70.0,3.0,361.0
161,0.06246976803578407,288.0,69.0,3.0,360.0
162,0.06287528303983922,288.0,69.0,3.0,360.0
163,0.06328079804389437,288.0,69.0,3.0,360.0
164,0.06368631304794953,288.0,69.0,3.0,360.0
165,0.06409182805200468,288.0,68.0,3.0,359.0
166,0.06449847262431625,287.0,69.0,3.0,359.0
167,0.06490511719662782,287.0,68.0,3.0,358.0
168,0.065312897647633,286.0,69.0,3.0,358.0
169,0.06572067809863817,286.0,69.0,3.0,358.0
170,0.06612845854964335,286.0,68.0,3.0,357.0
171,0.0665373812428082,286.0,67.0,3.0,356.0
172,0.06694745259522351,286.0,67.0,3.0,356.0
173,0.06735752394763883,286.0,67.0,3.0,356.0
174,0.06776759530005415,286.0,67.0,3.0,356.0
175,0.06817766665246947,285.0,68.0,3.0,356.0
176,0.06858773800488478,285.0,67.0,3.0,355.0
177,0.06899896448787028,285.0,67.0,3.0,355.0
178,0.06941019097085578,285.0,67.0,3.0,355.0
179,0.06982141745384128,285.0,67.0,3.0,355.0
180,0.07023264393682678,285.0,67.0,3.0,355.0
181,0.07064387041981228,285.0,66.0,3.0,354.0
182,0.07105625855952938,285.0,65.0,3.0,353.0
183,0.07146981493760261,285.0,65.0,3.0,353.0
184,0.07188337131567585,285.0,65.0,3.0,353.0
185,0.07229692769374908,285.0,65.0,3.0,353.0
186,0.07271048407182232,285.0,66.0,3.0,354.0
187,0.07312287221153942,286.0,66.0,3.0,355.0
188,0.07353409869452492,286.0,65.0,3.0,354.0
189,0.07394648683424201,285.0,65.0,3.0,353.0
190,0.07436004321231525,285.0,65.0,3.0,353.0
191,0.07477359959038848,285.0,64.0,3.0,352.0
192,0.0751883308445358,285.0,64.0,3.0,352.0
193,0.07560306209868312,285.0,64.0,3.0,352.0
194,0.07601779335283043,285.0,64.0,3.0,352.0
195,0.07643252460697775,285.0,64.0,3.0,352.0
196,0.07684725586112506,285.0,64.0,3.0,352.0
197,0.07726198711527238,285.0,63.0,3.0,351.0
198,0.07767789993994433,285.0,63.0,3.0,351.0
199,0.07809381276461627,284.0,63.0,3.0,350.0
200,0.07851091391164443,283.0,64.0,3.0,350.0
201,0.07892801505867258,283.0,64.0,3.0,350.0
202,0.07934511620570074,282.0,64.0,3.0,349.0
203,0.07976341248495533,282.0,63.0,3.0,348.0
204,0.08018291076501238,282.0,63.0,3.0,348.0
205,0.08060240904506943,283.0,63.0,3.0,349.0
206,0.08102070532432402,283.0,63.0,3.0,349.0
207,0.08143900160357861,283.0,63.0,3.0,349.0
208,0.0818572978828332,283.0,63.0,3.0,349.0
209,0.0822755941620878,283.0,63.0,3.0,349.0
210,0.08269389044134239,282.0,63.0,3.0,348.0
211,0.08311338872139944,282.0,62.0,3.0,347.0
212,0.08353409593021746,282.0,62.0,3.0,347.0
213,0.08395480313903549,282.0,62.0,3.0,347.0
214,0.08437551034785351,282.0,62.0,3.0,347.0
215,0.08479621755667154,282.0,62.0,3.0,347.0
216,0.08521692476548956,282.0,62.0,3.0,347.0
217,0.08563763197430758,282.0,62.0,3.0,347.0
218,0.08605833918312561,282.0,62.0,3.0,347.0
219,0.08647904639194363,282.0,62.0,3.0,347.0
220,0.08689975360076166,283.0,62.0,3.0,348.0
221,0.08731925188081871,283.0,62.0,3.0,348.0
222,0.08773875016087576,282.0,63.0,3.0,348.0
223,0.08815824844093281,283.0,63.0,3.0,349.0
224,0.0885765447201874,283.0,62.0,3.0,348.0
225,0.08899604300024445,283.0,61.0,3.0,347.0
226,0.08941675020906248,284.0,61.0,3.0,348.0
227,0.08983624848911953,284.0,61.0,3.0,348.0
228,0.09025574676917658,284.0,61.0,3.0,348.0
229,0.09067524504923363,284.0,61.0,3.0,348.0
230,0.09109474332929068,284.0,61.0,3.0,348.0
231,0.09151424160934774,284.0,61.0,3.0,348.0
232,0.09193373988940479,284.0,61.0,3.0,348.0
233,0.09235323816946184,284.0,61.0,3.0,348.0
234,0.09277273644951889,284.0,60.0,3.0,347.0
235,0.09319344365833691,284.0,60.0,3.0,347.0
236,0.09361415086715494,284.0,59.0,3.0,346.0
237,0.09403607399276145,284.0,59.0,3.0,346.0
238,0.09445799711836797,284.0,58.0,3.0,345.0
239,0.09488114320955596,283.0,58.0,3.0,344.0
240,0.09530551937659042,283.0,58.0,3.0,344.0
