,s_stables,i_stables,r_stables,n_stables
0,261.35714285714283,0.0,5.0,266.35714285714283
1,209.0,0.0,1.0,210.0
2,243.74285714285713,0.0,3.0,246.74285714285713
3,188.0857142857143,0.0,2.0,190.0857142857143
4,242.4,0.0,5.0,247.4
5,230.44285714285715,0.0,5.0,235.44285714285715
6,275.9142857142857,0.0,2.0,277.9142857142857
7,266.5571428571429,0.0,7.0,273.5571428571429
8,242.12857142857143,0.0,4.0,246.12857142857143
9,235.5142857142857,0.0,3.0,238.5142857142857
10,261.54285714285714,0.0,1.0,262.54285714285714
11,264.07142857142856,0.0,2.0,266.07142857142856
12,266.54285714285714,0.0,1.1714285714285715,267.7142857142857
13,221.22857142857143,0.0,1.0,222.22857142857143
14,249.15714285714284,0.0,5.0,254.15714285714284
15,234.24285714285713,0.0,2.0,236.24285714285713
16,266.27142857142854,0.0,1.0,267.27142857142854
17,231.87142857142857,0.0,0.0,231.87142857142857
18,255.8,0.0,3.0,258.8
19,273.4,0.0,3.0,276.4
20,186.9142857142857,0.0,3.0,189.9142857142857
21,282.1857142857143,0.0,5.0,287.1857142857143
22,262.95714285714286,0.0,2.0,264.95714285714286
23,228.3,0.0,5.0,233.3
24,223.3,0.0,1.0,224.3
25,271.7,0.0,2.0,273.7
26,228.25714285714287,0.0,1.0,229.25714285714287
27,227.5857142857143,0.0,5.0,232.5857142857143
28,246.47142857142856,0.0,2.0,248.47142857142856
29,243.54285714285714,0.0,0.0,243.54285714285714
