,s_stables,i_stables,r_stables,n_stables
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,80.72857142857143,0.0,0.0,80.72857142857143
3,53.05714285714286,0.0,0.0,53.05714285714286
4,64.84285714285714,0.0,0.0,64.84285714285714
5,0.0,0.0,0.0,0.0
6,51.6,0.0,0.0,51.6
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,46.8,0.0,0.0,46.8
12,119.92857142857143,0.0,0.0,119.92857142857143
13,37.785714285714285,0.0,0.0,37.785714285714285
14,15.914285714285715,0.0,0.0,15.914285714285715
15,0.0,0.0,0.0,0.0
16,37.642857142857146,0.0,0.0,37.642857142857146
17,23.32857142857143,0.0,0.0,23.32857142857143
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,50.114285714285714,0.0,0.0,50.114285714285714
23,101.05714285714286,0.0,0.0,101.05714285714286
24,16.185714285714287,0.0,0.0,16.185714285714287
25,64.2,0.0,0.0,64.2
26,0.0,0.0,0.0,0.0
27,99.22857142857143,0.0,0.0,99.22857142857143
28,100.0,0.0,0.0,100.0
29,41.42857142857143,0.0,0.0,41.42857142857143
