,s_stables,i_stables,r_stables,n_stables
0,950.9714285714285,155.24285714285713,141.9,1248.1142857142856
1,827.7857142857143,131.4142857142857,148.02857142857144,1107.2285714285715
2,708.9714285714285,146.78571428571428,201.64285714285714,1057.4
3,789.4857142857143,151.57142857142858,179.3,1120.357142857143
4,762.3428571428572,220.25714285714287,176.57142857142858,1159.1714285714286
5,828.6285714285714,164.07142857142858,158.77142857142857,1151.4714285714285
6,869.0571428571428,149.78571428571428,188.88571428571427,1207.7285714285715
7,741.2,154.6,187.3,1083.1
8,817.9428571428572,123.62857142857143,162.17142857142858,1103.7428571428572
9,840.3142857142857,137.45714285714286,181.34285714285716,1159.1142857142856
10,801.0,131.35714285714286,149.22857142857143,1081.5857142857142
11,822.0714285714286,130.34285714285716,187.84285714285716,1140.2571428571428
12,555.6428571428571,150.1,229.12857142857143,934.8714285714286
13,727.4428571428572,125.05714285714286,178.85714285714286,1031.357142857143
14,973.3142857142857,72.9,172.6,1218.8142857142857
15,811.9857142857143,76.8,162.4142857142857,1051.2
16,855.7857142857143,134.47142857142856,182.0857142857143,1172.3428571428572
17,871.6428571428571,153.14285714285714,145.14285714285714,1169.9285714285713
18,783.9,143.07142857142858,137.87142857142857,1064.8428571428572
19,819.5142857142857,118.27142857142857,168.71428571428572,1106.5
20,818.1285714285714,105.62857142857143,182.8,1106.557142857143
21,773.9428571428572,125.24285714285715,174.82857142857142,1074.0142857142857
22,850.4571428571429,126.42857142857143,199.11428571428573,1176.0
23,830.8857142857142,86.44285714285714,151.64285714285714,1068.9714285714285
24,916.3857142857142,119.45714285714286,183.9142857142857,1219.7571428571428
25,875.1,95.48571428571428,161.54285714285714,1132.1285714285714
26,757.9142857142857,172.55714285714285,210.94285714285715,1141.4142857142858
27,921.6142857142858,165.85714285714286,151.25714285714287,1238.7285714285715
28,889.7857142857143,142.85714285714286,150.15714285714284,1182.8
29,848.6142857142858,127.07142857142857,169.97142857142856,1145.6571428571428
