,s_stables,i_stables,r_stables,n_stables
0,263.01428571428573,0.0,3.0,266.01428571428573
1,255.24285714285713,0.0,4.228571428571429,259.4714285714286
2,241.8,0.0,8.0,249.8
3,239.32857142857142,0.0,4.0,243.32857142857142
4,275.01428571428573,0.0,2.0,277.01428571428573
5,260.0285714285714,0.0,5.0,265.0285714285714
6,249.2,0.0,3.0,252.2
7,228.1,0.0,2.0,230.1
8,270.12857142857143,0.0,6.0,276.12857142857143
9,235.71428571428572,0.0,4.0,239.71428571428572
10,218.3,0.0,3.0,221.3
11,253.7,0.0,6.0,259.7
12,295.9,0.0,5.0,300.9
13,277.3857142857143,0.0,6.0,283.3857142857143
14,230.67142857142858,0.0,2.0,232.67142857142858
15,247.47142857142856,0.0,5.0,252.47142857142856
16,228.62857142857143,0.0,3.0,231.62857142857143
17,257.4,0.0,4.0,261.4
18,270.65714285714284,0.0,4.0,274.65714285714284
19,236.68571428571428,0.0,1.0,237.68571428571428
20,267.9428571428571,0.0,5.0,272.9428571428571
21,260.01428571428573,0.0,4.0,264.01428571428573
22,239.05714285714285,0.0,2.0,241.05714285714285
23,249.47142857142856,0.0,2.0,251.47142857142856
24,231.42857142857142,0.0,3.0,234.42857142857142
25,232.68571428571428,0.0,1.0,233.68571428571428
26,259.5,0.0,2.0,261.5
27,257.25714285714287,0.0,1.7,258.95714285714286
28,233.28571428571428,0.0,1.0,234.28571428571428
29,297.85714285714283,0.0,2.0,299.85714285714283
