,s_stables,i_stables,r_stables,n_stables
0,154.54285714285714,0.0,1.0,155.54285714285714
1,136.28571428571428,0.0,0.0,136.28571428571428
2,161.57142857142858,0.0,1.0,162.57142857142858
3,164.1,5.057142857142857,11.0,180.15714285714284
4,113.04285714285714,0.0,0.0,113.04285714285714
5,131.2,0.0,0.0,131.2
6,160.12857142857143,0.0,0.0,160.12857142857143
7,134.54285714285714,0.0,0.0,134.54285714285714
8,128.2,0.0,0.0,128.2
9,118.77142857142857,0.0,0.0,118.77142857142857
10,136.07142857142858,0.0,0.0,136.07142857142858
11,126.81428571428572,0.0,0.0,126.81428571428572
12,19.071428571428573,0.0,0.0,19.071428571428573
13,155.02857142857144,0.0,0.0,155.02857142857144
14,156.82857142857142,0.0,0.0,156.82857142857142
15,24.942857142857143,0.0,0.0,24.942857142857143
16,208.54285714285714,0.0,0.0,208.54285714285714
17,186.0,0.0,0.0,186.0
18,141.0142857142857,0.0,0.0,141.0142857142857
19,172.57142857142858,0.0,0.0,172.57142857142858
20,64.55714285714286,0.0,0.0,64.55714285714286
21,191.5142857142857,0.0,0.0,191.5142857142857
22,98.51428571428572,0.0,0.0,98.51428571428572
23,131.18571428571428,0.0,0.0,131.18571428571428
24,138.25714285714287,0.0,0.0,138.25714285714287
25,126.97142857142858,0.0,0.0,126.97142857142858
26,126.12857142857143,0.0,0.0,126.12857142857143
27,160.61428571428573,0.0,0.0,160.61428571428573
28,90.4,0.0,0.0,90.4
29,163.5857142857143,0.0,0.0,163.5857142857143
