,s_stables,i_stables,r_stables,n_stables
0,181.8,0.0,1.0,182.8
1,111.42857142857143,0.0,0.0,111.42857142857143
2,173.35714285714286,0.0,0.0,173.35714285714286
3,159.31428571428572,0.0,1.0,160.31428571428572
4,125.28571428571429,0.0,0.0,125.28571428571429
5,109.11428571428571,0.0,0.0,109.11428571428571
6,114.18571428571428,0.0,0.0,114.18571428571428
7,120.87142857142857,0.0,0.0,120.87142857142857
8,129.02857142857144,0.0,0.0,129.02857142857144
9,111.34285714285714,0.0,0.0,111.34285714285714
10,152.0142857142857,0.0,0.0,152.0142857142857
11,74.91428571428571,0.0,0.0,74.91428571428571
12,143.42857142857142,0.0,0.0,143.42857142857142
13,159.11428571428573,0.0,0.0,159.11428571428573
14,128.5857142857143,0.0,1.0,129.5857142857143
15,182.57142857142858,0.0,0.0,182.57142857142858
16,66.81428571428572,0.0,0.0,66.81428571428572
17,164.1,0.0,0.0,164.1
18,190.9,0.0,1.0,191.9
19,164.5,0.0,4.0,168.5
20,97.62857142857143,0.0,0.0,97.62857142857143
21,156.02857142857144,0.0,0.0,156.02857142857144
22,167.18571428571428,0.0,0.0,167.18571428571428
23,168.64285714285714,0.0,0.0,168.64285714285714
24,249.57142857142858,0.0,0.0,249.57142857142858
25,99.62857142857143,0.0,0.0,99.62857142857143
26,174.61428571428573,0.0,1.0,175.61428571428573
27,70.47142857142858,0.0,0.0,70.47142857142858
28,55.57142857142857,0.0,0.0,55.57142857142857
29,105.62857142857143,0.0,0.0,105.62857142857143
