,s_stables,i_stables,r_stables,n_stables
0,205.61428571428573,0.0,3.0,208.61428571428573
1,298.65714285714284,0.0,2.0,300.65714285714284
2,232.9142857142857,0.0,4.0,236.9142857142857
3,231.37142857142857,0.0,4.0,235.37142857142857
4,243.45714285714286,0.0,1.0,244.45714285714286
5,190.61428571428573,0.0,0.0,190.61428571428573
6,235.1,0.0,3.0,238.1
7,203.47142857142856,0.0,1.0,204.47142857142856
8,264.42857142857144,0.0,3.0,267.42857142857144
9,227.94285714285715,0.0,1.0,228.94285714285715
10,233.0142857142857,0.0,1.0,234.0142857142857
11,250.47142857142856,0.0,1.0,251.47142857142856
12,261.45714285714286,0.0,5.0,266.45714285714286
13,249.8,0.0,2.0,251.8
14,251.9,0.0,5.0,256.9
15,232.17142857142858,0.0,0.0,232.17142857142858
16,231.0142857142857,0.0,0.0,231.0142857142857
17,216.38571428571427,0.0,2.0,218.38571428571427
18,216.9,0.0,0.0,216.9
19,222.25714285714287,0.0,5.0,227.25714285714287
20,246.9142857142857,0.0,9.0,255.9142857142857
21,263.5285714285714,0.0,3.0,266.5285714285714
22,244.32857142857142,0.0,2.257142857142857,246.5857142857143
23,221.54285714285714,0.0,6.0,227.54285714285714
24,202.18571428571428,0.0,3.0,205.18571428571428
25,262.22857142857146,0.0,2.0,264.22857142857146
26,249.04285714285714,0.0,4.0,253.04285714285714
27,262.42857142857144,0.0,6.0,268.42857142857144
28,236.12857142857143,0.0,2.0,238.12857142857143
29,227.44285714285715,0.0,4.0,231.44285714285715
