2.071429 	 -589.728800 	 2812.202309 	 179.924560 	 9155.556668 
2.418367 	 -500.970800 	 2033.591180 	 192.999740 	 4722.035341 
2.244898 	 -594.643160 	 1998.030176 	 304.372300 	 1367.638997 
0.100000 	 -767.423000 	 52038.249910 	 344.081060 	 134169.259493 
2.071429 	 -627.230600 	 2659.624232 	 275.529980 	 6491.946759 
2.418367 	 -469.397200 	 1382.727697 	 148.605420 	 2348.634650 
0.100000 	 -777.102840 	 39955.826239 	 362.046260 	 82153.689400 
2.244898 	 -573.234800 	 3069.000246 	 262.174420 	 4729.640122 
2.071429 	 -639.976720 	 3421.562971 	 289.723160 	 6017.290256 
2.244898 	 -528.155200 	 1248.578690 	 176.940220 	 2182.294374 
2.418367 	 -489.307520 	 1568.015147 	 205.275720 	 2295.483747 
0.100000 	 -777.928920 	 43821.824676 	 366.865600 	 74791.687366 
2.071429 	 -610.122560 	 3442.927435 	 243.355840 	 5458.576913 
2.244898 	 -498.649800 	 1100.341791 	 81.525560 	 1889.774174 
0.100000 	 -773.304120 	 42663.771910 	 353.332440 	 104628.307636 
2.418367 	 -445.018360 	 871.132463 	 99.508080 	 1684.254404 
2.071429 	 -599.865640 	 3857.718281 	 233.427060 	 8373.444114 
0.100000 	 -772.041000 	 57250.976790 	 364.261800 	 72074.724208 
2.244898 	 -559.958040 	 2112.766819 	 237.249160 	 2763.754020 
2.418367 	 -469.801280 	 1381.794984 	 144.324500 	 3186.277597 
2.071429 	 -609.022800 	 2953.459446 	 262.922360 	 5888.834701 
0.100000 	 -706.787840 	 24023.306681 	 74.375980 	 2323.976390 
2.244898 	 -520.786160 	 2198.659949 	 129.124000 	 6305.631704 
2.418367 	 -469.523280 	 1255.897580 	 142.481100 	 2243.751178 
0.100000 	 -782.370400 	 38513.613638 	 378.948600 	 42914.855180 
2.071429 	 -657.078400 	 2937.621242 	 335.098780 	 2443.438307 
2.244898 	 -534.216040 	 1663.315890 	 177.958880 	 5478.399488 
2.418367 	 -470.713920 	 1751.174057 	 160.000320 	 2719.839270 
0.100000 	 -783.092080 	 40612.950413 	 381.291340 	 35462.816810 
2.244898 	 -517.861200 	 2143.777126 	 140.144080 	 5798.004487 
2.071429 	 -660.247960 	 1798.875311 	 342.930720 	 941.844188 
2.418367 	 -449.059720 	 1029.922355 	 76.161020 	 1144.519403 
2.244898 	 -512.374560 	 1129.618927 	 167.035840 	 1997.797778 
0.100000 	 -731.810280 	 75577.062463 	 269.143160 	 254600.625452 
2.071429 	 -621.188920 	 3429.272883 	 273.440240 	 6411.530772 
2.418367 	 -470.965240 	 1271.279947 	 111.599940 	 3420.238601 
2.244898 	 -550.174520 	 1271.498872 	 247.058840 	 1358.889514 
0.100000 	 -781.130000 	 39973.752600 	 373.033340 	 59190.576884 
2.071429 	 -657.655760 	 1793.922798 	 340.470160 	 1120.486538 
2.418367 	 -462.705760 	 1390.015784 	 132.378960 	 2883.336875 
2.244898 	 -593.106840 	 2336.413806 	 293.082400 	 2146.238064 
0.100000 	 -707.095200 	 26829.032570 	 44.512640 	 1260.961602 
2.071429 	 -582.124240 	 1959.967677 	 160.146500 	 6525.394718 
2.418367 	 -440.944640 	 875.200096 	 73.119380 	 1176.656670 
2.244898 	 -521.341080 	 1950.169239 	 166.778340 	 3765.719770 
0.100000 	 -706.616760 	 26360.573671 	 114.694780 	 2548.874808 
2.071429 	 -600.669880 	 2805.751577 	 210.047860 	 8058.900905 
2.418367 	 -483.952160 	 1872.937475 	 158.680060 	 4985.956519 
2.244898 	 -564.900480 	 2273.810119 	 225.200840 	 5610.188566 
0.100000 	 -704.127320 	 30224.233096 	 35.466980 	 1257.216897 
2.071429 	 -592.769480 	 3303.394457 	 202.389360 	 10271.256799 
2.418367 	 -451.786480 	 1046.800707 	 81.241160 	 1279.267885 
2.244898 	 -493.834560 	 1271.651345 	 56.731720 	 1110.330996 
0.100000 	 -705.828560 	 27395.603683 	 36.241040 	 1665.426997 
2.071429 	 -582.318640 	 2895.548314 	 164.078860 	 9735.103638 
2.418367 	 -484.140520 	 1191.899890 	 200.770700 	 2230.037843 
2.244898 	 -541.658480 	 2392.575067 	 208.096300 	 5777.535675 
0.100000 	 -772.862640 	 48002.600122 	 355.072860 	 90782.816514 
2.071429 	 -652.127200 	 2419.157276 	 328.355360 	 2330.035853 
2.418367 	 -481.505520 	 1429.221137 	 180.583920 	 2896.522932 
2.244898 	 -564.011440 	 1945.328593 	 269.307060 	 2054.680844 
0.100000 	 -708.239920 	 21448.505984 	 3.679420 	 747.895085 
2.071429 	 -651.867960 	 2165.944212 	 332.280200 	 1513.045138 
2.418367 	 -489.981440 	 1932.439843 	 189.656020 	 4229.270516 
2.244898 	 -559.189840 	 2728.480061 	 188.234380 	 8326.539988 
0.100000 	 -776.352480 	 38756.255178 	 361.304560 	 72610.982032 
2.071429 	 -597.231040 	 2802.940300 	 221.297120 	 6638.493873 
2.418367 	 -475.701840 	 1501.846568 	 177.017160 	 3398.167890 
2.244898 	 -527.963200 	 1432.513363 	 153.416300 	 4528.432561 
0.100000 	 -709.600800 	 17258.665594 	 80.014480 	 1371.887503 
2.071429 	 -638.377320 	 2662.467876 	 301.766740 	 3600.431110 
2.418367 	 -474.466240 	 1171.572377 	 129.554820 	 2759.224492 
2.244898 	 -553.361480 	 2784.209352 	 219.137920 	 6256.742762 
0.100000 	 -782.269080 	 34895.986360 	 373.633440 	 51999.127538 
2.071429 	 -650.079840 	 2183.436614 	 327.214980 	 1912.252364 
2.418367 	 -495.600960 	 1731.323462 	 211.007820 	 2439.107204 
