0.100000 	 -11719.843440 	 1201986.529790 	 120212508.644327 	 979.002443 	 185224.028496 	 1851800.081088 
2.255102 	 -8254.470674 	 527662.014776 	 103771.941007 	 650.178780 	 210546.483483 	 89532.789830 
0.311111 	 -11771.853540 	 1226229.795408 	 12670399.982708 	 1660.383898 	 308081.477477 	 989308.599664 
2.265306 	 -8309.804618 	 612556.249594 	 119382.738577 	 464.936689 	 153858.178251 	 67142.823126 
0.522222 	 -11808.380992 	 1150189.601456 	 4218050.943634 	 2791.859238 	 774893.485345 	 1483854.965027 
2.275510 	 -8238.719953 	 579721.001790 	 111972.849865 	 756.169332 	 466305.791049 	 142704.732303 
0.733333 	 -11506.879365 	 1093341.338723 	 2033320.983027 	 1198.766543 	 252007.106068 	 343404.626787 
2.285714 	 -7926.469070 	 456855.394226 	 87457.083436 	 589.228853 	 253673.274317 	 54066.367620 
0.944444 	 -11601.473347 	 1233668.444171 	 1383226.931694 	 834.972305 	 234693.063226 	 241069.550354 
2.295918 	 -8110.979321 	 511424.110469 	 97034.150893 	 744.419684 	 94415.311802 	 41123.392062 
1.155556 	 -11382.167946 	 1114191.702790 	 834505.411526 	 505.350193 	 140812.587601 	 84351.517367 
2.306122 	 -8132.504703 	 481414.196820 	 90534.528298 	 1586.848543 	 219705.122677 	 95271.541857 
1.366667 	 -11273.015639 	 1242579.351337 	 665340.217475 	 157.057393 	 29997.420588 	 5440.911394 
2.316327 	 -8025.517418 	 562367.364655 	 104826.401397 	 427.947068 	 82157.355817 	 19944.635554 
1.577778 	 -10978.046194 	 1258184.148454 	 505469.047635 	 858.024684 	 229757.609850 	 128770.171236 
2.326531 	 -8016.734559 	 560845.453753 	 103627.699951 	 901.222281 	 406387.920422 	 160397.405619 
1.788889 	 -10405.542558 	 1266156.314675 	 395692.813994 	 484.581229 	 12920.448320 	 7222.746765 
2.336735 	 -7934.109590 	 468126.405212 	 85743.884722 	 1228.072430 	 96033.496508 	 41097.988597 
2.000000 	 -9645.632630 	 959809.635634 	 239975.907122 	 173.330713 	 40512.957288 	 10535.336317 
2.346939 	 -7795.803424 	 441983.365455 	 80253.230270 	 1069.086321 	 441413.888104 	 188081.373887 
2.000000 	 -9617.041151 	 886069.265198 	 221540.657383 	 143.423129 	 26047.725344 	 6679.607211 
2.357143 	 -7686.571425 	 399931.679177 	 71991.058141 	 750.776887 	 195542.612175 	 82957.722407 
2.010204 	 -9601.373999 	 935939.391194 	 231638.433757 	 652.667505 	 57702.351142 	 27297.258260 
2.367347 	 -7607.506812 	 440543.746030 	 78618.125800 	 592.428470 	 51556.531144 	 19615.245261 
2.020408 	 -9509.167951 	 833155.880110 	 204124.718763 	 1780.319658 	 664192.495666 	 328740.465576 
2.377551 	 -7689.616482 	 416120.567166 	 73624.376786 	 1193.105701 	 118040.074467 	 48839.372878 
2.030612 	 -9521.133495 	 950653.718902 	 230573.926371 	 950.435558 	 48170.884887 	 23476.612513 
2.387755 	 -7496.676843 	 323360.911146 	 56726.221652 	 791.495661 	 93763.900716 	 39267.593858 
2.040816 	 -9532.820527 	 914731.860451 	 219649.157576 	 1161.129977 	 67281.760537 	 32968.750755 
2.397959 	 -7559.750164 	 332725.323305 	 57873.172098 	 918.610229 	 61072.650772 	 25412.159076 
2.051020 	 -9448.524387 	 920317.902124 	 218796.545929 	 1932.468734 	 284523.293432 	 138355.134452 
2.408163 	 -7469.488107 	 384186.508694 	 66257.299795 	 920.858819 	 202318.049914 	 83679.460285 
2.061224 	 -9257.797182 	 805080.573980 	 189511.428010 	 713.773102 	 149035.780550 	 55764.035381 
2.418367 	 -7311.149969 	 345511.370655 	 59086.112718 	 434.183698 	 96261.234126 	 30551.191371 
2.071429 	 -9439.827760 	 1035668.132937 	 241389.561256 	 2153.596226 	 795887.242339 	 384224.047491 
2.428571 	 -7237.696406 	 322347.321583 	 54662.980554 	 356.363846 	 204485.175580 	 33456.655143 
2.081633 	 -9425.852162 	 927640.053196 	 214098.343273 	 746.262416 	 42404.446214 	 20365.931944 
2.438776 	 -7235.075645 	 297432.554294 	 50017.468700 	 489.571728 	 28149.920409 	 11542.747648 
2.091837 	 -9088.641775 	 659534.337166 	 150742.826035 	 744.656541 	 72809.779757 	 34143.790824 
2.448980 	 -7158.201778 	 276041.718352 	 46034.711860 	 279.441063 	 111924.586364 	 28041.834774 
2.102041 	 -9061.832406 	 863555.584009 	 195456.323369 	 825.783478 	 415285.904199 	 184708.108342 
2.459184 	 -7126.491506 	 293753.056289 	 48582.061808 	 263.901068 	 38783.260613 	 13880.025165 
2.112245 	 -9115.457749 	 846244.020855 	 189692.494409 	 347.108007 	 100766.581639 	 14524.080186 
2.469388 	 -7183.828224 	 354705.418252 	 58177.201815 	 584.042948 	 48420.761765 	 18174.219817 
2.122449 	 -9013.736702 	 737452.859177 	 163722.370109 	 1279.331735 	 634255.062795 	 298820.992109 
2.479592 	 -7096.723283 	 308363.346049 	 50161.868280 	 869.772372 	 66256.337112 	 26100.504915 
2.132653 	 -8987.236361 	 750271.958423 	 164977.785210 	 178.689037 	 42924.592846 	 9607.537667 
2.489796 	 -6977.744770 	 281742.819071 	 45457.000960 	 797.913426 	 469187.003869 	 175836.081175 
2.142857 	 -8746.995493 	 643116.907096 	 140073.369749 	 590.872535 	 246204.654911 	 71729.212410 
2.500000 	 -6990.481782 	 260310.020668 	 41657.462821 	 469.426055 	 304821.061753 	 61504.573190 
2.153061 	 -8836.559899 	 775996.850595 	 167413.830150 	 1664.513935 	 686923.600708 	 319042.924054 
2.500000 	 -6899.602900 	 251784.244560 	 40293.131835 	 508.862089 	 110867.265776 	 39236.051932 
2.163265 	 -9272.025740 	 1007779.207414 	 215369.053733 	 3767.928754 	 1474985.404303 	 681682.121007 
2.173469 	 -8666.468278 	 728399.391841 	 154208.293934 	 255.867254 	 108313.548886 	 21391.786161 
2.722222 	 -6072.795455 	 167903.746995 	 22662.562477 	 271.183949 	 108375.677684 	 15773.509330 
2.183673 	 -8883.060821 	 726571.551578 	 152387.936169 	 1361.276479 	 409943.697567 	 184727.121620 
2.944444 	 -5340.224644 	 118006.841976 	 13614.628976 	 302.093802 	 123022.139359 	 11897.935710 
2.193878 	 -8536.250288 	 560402.033242 	 116447.937217 	 737.669890 	 83723.526963 	 35735.623815 
3.166667 	 -4798.125818 	 88373.076537 	 8815.131697 	 167.852282 	 42724.330328 	 5658.238150 
2.204082 	 -8699.755300 	 697525.016181 	 143599.189835 	 1113.148671 	 278122.705903 	 126146.169141 
3.388889 	 -4355.100789 	 69307.205167 	 6036.464100 	 127.648342 	 27823.204545 	 3407.679166 
2.214286 	 -8450.562833 	 562850.613140 	 114810.433004 	 543.347455 	 36729.742610 	 16587.771095 
3.611111 	 -4038.554437 	 58105.666049 	 4457.168513 	 156.243722 	 35431.496770 	 3158.890642 
2.224490 	 -8505.885194 	 639402.795773 	 129229.973998 	 1508.660399 	 353539.842148 	 150708.100807 
3.833333 	 -3740.354208 	 54581.884563 	 3715.412612 	 160.547039 	 36360.278471 	 3958.980420 
2.234694 	 -8361.544218 	 579390.654988 	 116034.795736 	 1488.658315 	 348009.430315 	 155731.390643 
4.055556 	 -3467.195237 	 44723.178592 	 2719.875769 	 136.802137 	 27964.891274 	 2511.075239 
2.244898 	 -8355.254697 	 565097.649761 	 112146.150568 	 1200.412968 	 68098.400207 	 30335.405902 
4.277778 	 -3271.941540 	 35355.458299 	 1932.643598 	 135.830224 	 25327.750608 	 1871.389678 
4.500000 	 -3079.515044 	 34808.248330 	 1719.395531 	 132.368692 	 23861.587410 	 1698.271464 
