,time,S,I,R
0,0.0,300.0,100.0,0.0
1,0.5,217.22148147004646,138.0040036577205,44.774514872233055
2,1.0,183.52378662948064,142.7705378339587,73.70567553656065
3,1.5,178.01919082271507,135.33442945022688,86.64637972705805
4,2.0,181.445456941563,128.32494605894144,90.22959699949556
5,2.5,185.67306234094744,124.27374909288413,90.05318856616843
6,3.0,188.46546170775653,122.53488846008975,88.99964983215372
7,3.5,189.80389006119535,122.062275485751,88.13383445305365
8,4.0,190.23758760675878,122.10642092853864,87.65599146470258
9,4.5,190.2610093013736,122.27135068681311,87.46764001181329
10,5.0,190.16558545321135,122.40447522024687,87.42993932654178
11,5.5,190.07558759952605,122.47724563285863,87.44716676761533
12,6.0,190.0221184333178,122.5055324856512,87.47234908103101
13,6.5,189.99923682279558,122.510921497482,87.48984167972242
14,7.0,189.99343186791313,122.50810212729941,87.49846600478746
15,7.5,189.9944435343012,122.50419252975699,87.5013639359418
16,8.0,189.9968788481247,122.50151590944445,87.50160524243084
17,8.5,189.99874474272727,122.50021126591822,87.5010439913545
18,9.0,189.999731590591,122.49978097679843,87.50048743261056
19,9.5,190.000099394833,122.49975157467595,87.50014903049104
20,10.0,190.00015875411123,122.49984055025462,87.50000069563416
21,10.5,190.00011271527964,122.49992642207343,87.49996086264693
22,11.0,190.00005650852285,122.49997799976751,87.49996549170964
23,11.5,190.00001949506486,122.50000032990118,87.49998017503395
24,12.0,190.0000020256355,122.50000615691994,87.49999181744457
25,12.5,189.999996576988,122.50000531152033,87.49999811149168
26,13.0,189.99999645783072,122.5000030160173,87.50000052615198
27,13.5,189.99999780652084,122.50000122837626,87.5000009651029
28,14.0,189.9999990210776,122.50000027287274,87.50000070604966
29,14.5,189.99999972651764,122.49999991168868,87.50000036179368
30,15.0,190.00000002124577,122.49999984977568,87.50000012897856
31,15.5,190.00000009157162,122.49999989180918,87.5000000166192
32,16.0,190.00000007464027,122.4999999451844,87.49999998017533
33,16.5,190.00000004103543,122.49999998078289,87.49999997818168
34,17.0,190.0000000160803,122.49999999776661,87.4999999861531
35,17.5,190.0000000031577,122.50000000316668,87.49999999367562
36,18.0,189.99999999848055,122.50000000337278,87.49999999814668
37,18.5,189.99999999782528,122.5000000021133,87.50000000006142
38,19.0,189.99999999849805,122.50000000095378,87.50000000054817
39,19.5,189.99999999926283,122.5000000002728,87.50000000046437
40,20.0,189.9999999997541,122.49999999998487,87.50000000026104
41,20.5,189.99999999998096,122.49999999991397,87.50000000010508
42,21.0,190.00000000004889,122.49999999992858,87.50000000002254
43,21.5,190.00000000004795,122.49999999996031,87.49999999999174
44,22.0,190.00000000002902,122.49999999998424,87.49999999998674
45,22.5,190.00000000001265,122.49999999999676,87.49999999999059
46,23.0,190.00000000000335,122.50000000000135,87.4999999999953
47,23.5,189.99999999999957,122.50000000000205,87.49999999999838
48,24.0,189.99999999999875,122.50000000000144,87.49999999999982
49,24.5,189.999999999999,122.50000000000071,87.50000000000028
50,25.0,189.99999999999946,122.50000000000024,87.5000000000003
51,25.5,189.9999999999998,122.50000000000001,87.50000000000018
52,26.0,189.99999999999997,122.49999999999994,87.50000000000009
53,26.5,190.00000000000003,122.49999999999994,87.50000000000003
54,27.0,190.00000000000003,122.49999999999997,87.5
55,27.5,190.00000000000003,122.49999999999999,87.49999999999999
56,28.0,190.0,122.5,87.5
57,28.5,190.0,122.5,87.5
58,29.0,190.0,122.5,87.5
59,29.5,190.0,122.5,87.5
60,30.0,190.0,122.5,87.5
61,30.5,190.0,122.5,87.5
62,31.0,190.0,122.5,87.5
63,31.5,190.0,122.5,87.5
64,32.0,190.0,122.5,87.5
65,32.5,190.0,122.5,87.5
66,33.0,190.0,122.5,87.5
67,33.5,190.0,122.5,87.5
68,34.0,190.0,122.5,87.5
69,34.5,190.0,122.5,87.5
70,35.0,190.0,122.5,87.5
71,35.5,190.0,122.5,87.5
72,36.0,190.0,122.5,87.5
73,36.5,190.0,122.5,87.5
74,37.0,190.0,122.5,87.5
75,37.5,190.0,122.5,87.5
76,38.0,190.0,122.5,87.5
77,38.5,190.0,122.5,87.5
78,39.0,190.0,122.5,87.5
79,39.5,190.0,122.5,87.5
80,40.0,190.0,122.5,87.5
81,40.5,190.0,122.5,87.5
82,41.0,190.0,122.5,87.5
83,41.5,190.0,122.5,87.5
84,42.0,190.0,122.5,87.5
85,42.5,190.0,122.5,87.5
86,43.0,190.0,122.5,87.5
87,43.5,190.0,122.5,87.5
88,44.0,190.0,122.5,87.5
89,44.5,190.0,122.5,87.5
90,45.0,190.0,122.5,87.5
91,45.5,190.0,122.5,87.5
92,46.0,190.0,122.5,87.5
93,46.5,190.0,122.5,87.5
94,47.0,190.0,122.5,87.5
95,47.5,190.0,122.5,87.5
96,48.0,190.0,122.5,87.5
97,48.5,190.0,122.5,87.5
98,49.0,190.0,122.5,87.5
99,49.5,190.0,122.5,87.5
100,50.0,190.0,122.5,87.5
