,time,S,I,R
0,0.0,300.0,100.0,0.0
1,0.5,241.5365780968989,142.5105143917079,15.95290751139322
2,1.0,203.69470659887776,157.77031978746803,38.534973613654216
3,1.5,192.18539118582427,154.94045609945098,52.874152714724744
4,2.0,193.04659950990643,148.91199620299278,58.04140428710079
5,2.5,196.554387729214,145.05171975555012,58.393892515235876
6,3.0,199.0980593912494,143.55239360962133,57.349546999129274
7,3.5,200.19964560654142,143.36555146507192,56.43480292838666
8,4.0,200.39986989516837,143.61435449687164,55.985775607959994
9,4.5,200.26472287367653,143.86266009229598,55.872617034027485
10,5.0,200.10374735523698,143.9937398728763,55.902512771886734
11,5.5,200.01188433900748,144.03163886265824,55.95647679833428
12,6.0,199.98180474999182,144.0268031428144,55.991392107193775
13,6.5,199.98237917321944,144.01286575278698,56.00475507399358
14,7.0,199.9908474374463,144.00308180494562,56.006070757608086
15,7.5,199.99742238136875,143.99902118330323,56.00355643532802
16,8.0,200.000390339034,143.99840132145485,56.00120833951115
17,8.5,200.00099682753438,143.99899059075818,56.00001258170744
18,9.0,200.00068800258305,143.99962391161725,55.999688085799704
19,9.5,200.00028106396755,143.9999701073884,55.999748828644044
20,10.0,200.00004002003982,144.00007644239494,55.99988353756524
21,10.5,199.99995691920918,144.00006869782678,55.99997438296404
22,11.0,199.99995511030218,144.00003421640776,56.00001067329006
23,11.5,199.99997581165724,144.000008883775,56.00001530456777
24,12.0,199.99999274099824,143.99999794279498,56.000009316206786
25,12.5,200.00000067656833,143.99999599883867,56.000003324592996
26,13.0,200.00000247138215,143.99999736908808,56.000000159529776
27,13.5,200.00000178329657,143.99999897564695,55.999999241056486
28,14.0,200.00000075845634,143.99999988703175,55.999999354511914
29,14.5,200.00000012752042,144.00000018313938,55.9999996893402
30,15.0,199.99999989925894,144.00000017560154,55.99999992513952
31,15.5,199.999999885988,144.00000009072778,56.00000002328423
32,16.0,199.99999993625434,144.00000002530285,56.000000038442806
33,16.5,199.99999997972688,143.99999999593297,56.00000002434015
34,17.0,200.00000000087505,143.99999999002785,56.00000000909711
35,17.5,200.00000000609612,143.99999999316051,56.00000000074337
36,18.0,200.0000000046103,143.9999999972226,55.999999998167084
37,18.5,200.0000000020389,143.99999999961543,55.999999998345686
38,19.0,200.0000000003917,144.00000000043437,55.99999999917392
39,19.5,199.99999999976805,144.00000000044756,55.99999999978439
40,20.0,199.99999999971135,144.00000000023988,56.00000000004877
41,20.5,199.99999999983245,144.00000000007137,56.00000000009618
42,21.0,199.99999999994378,143.99999999999278,56.00000000006344
43,21.5,199.99999999999997,143.99999999997524,56.000000000024784
44,22.0,200.00000000001498,143.99999999998226,56.00000000000276
45,22.5,200.00000000001188,143.9999999999925,55.99999999999562
46,23.0,200.00000000000549,143.99999999999875,55.999999999995765
47,23.5,200.00000000000117,144.00000000000102,55.99999999999781
48,24.0,199.9999999999995,144.00000000000114,55.999999999999375
49,24.5,199.99999999999926,144.00000000000063,56.000000000000114
50,25.0,199.99999999999957,144.0000000000002,56.00000000000023
51,25.5,199.99999999999986,144.0,56.00000000000014
52,26.0,200.0,143.99999999999994,56.00000000000006
53,26.5,200.00000000000003,143.99999999999994,56.00000000000003
54,27.0,200.00000000000003,143.99999999999997,56.0
55,27.5,200.00000000000003,144.0,55.99999999999997
56,28.0,200.0,144.0,56.0
57,28.5,200.0,144.0,56.0
58,29.0,200.0,144.0,56.0
59,29.5,200.0,144.0,56.0
60,30.0,200.0,144.0,56.0
61,30.5,200.0,144.0,56.0
62,31.0,200.0,144.0,56.0
63,31.5,200.0,144.0,56.0
64,32.0,200.0,144.0,56.0
65,32.5,200.0,144.0,56.0
66,33.0,200.0,144.0,56.0
67,33.5,200.0,144.0,56.0
68,34.0,200.0,144.0,56.0
69,34.5,200.0,144.0,56.0
70,35.0,200.0,144.0,56.0
71,35.5,200.0,144.0,56.0
72,36.0,200.0,144.0,56.0
73,36.5,200.0,144.0,56.0
74,37.0,200.0,144.0,56.0
75,37.5,200.0,144.0,56.0
76,38.0,200.0,144.0,56.0
77,38.5,200.0,144.0,56.0
78,39.0,200.0,144.0,56.0
79,39.5,200.0,144.0,56.0
80,40.0,200.0,144.0,56.0
81,40.5,200.0,144.0,56.0
82,41.0,200.0,144.0,56.0
83,41.5,200.0,144.0,56.0
84,42.0,200.0,144.0,56.0
85,42.5,200.0,144.0,56.0
86,43.0,200.0,144.0,56.0
87,43.5,200.0,144.0,56.0
88,44.0,200.0,144.0,56.0
89,44.5,200.0,144.0,56.0
90,45.0,200.0,144.0,56.0
91,45.5,200.0,144.0,56.0
92,46.0,200.0,144.0,56.0
93,46.5,200.0,144.0,56.0
94,47.0,200.0,144.0,56.0
95,47.5,200.0,144.0,56.0
96,48.0,200.0,144.0,56.0
97,48.5,200.0,144.0,56.0
98,49.0,200.0,144.0,56.0
99,49.5,200.0,144.0,56.0
100,50.0,200.0,144.0,56.0
