,N,I,time,rel_err
0,2,0.00014217801340699616,0.002479076385498047,0.9992624309961567
1,4,0.015207227296288905,0.1625080108642578,0.9211103093976034
2,6,0.05942275656266819,2.040644884109497,0.6917358576527343
3,8,0.10119626583692236,7.955302000045776,0.4750297377391799
4,10,0.12983424786083564,26.887731075286865,0.3264660648666866
5,12,0.14817891028423613,83.68261814117432,0.2313004758614742
6,14,0.16000958936865287,203.15430188179016,0.16992711736543567
7,16,0.16786043680834925,383.49565076828003,0.1291997110199404
8,18,0.17324723120166466,669.7947008609772,0.10125493616074675
