,mean of integrals,Samples(N),log10_Samples(N),Time,log10_Time,Variance,log10_Var,Relative Error,log10_rel_err
0,0.19891600063815076,100,2.0,0.03131389617919922,-1.5042628926560109,0.002829675397730417,-2.548263381104665,0.03190551705894148,-1.4961342128336121
1,0.18249246801886282,1000,3.0,0.3602268695831299,-0.4434238959682836,0.00030970976044323635,-3.5090451077208895,0.05329393328728821,-1.2733222260543111
2,0.18842549822628005,10000,4.0,1.988610029220581,0.298549625375484,6.820909183020693e-05,-4.166157732843217,0.022515481155383783,-1.6475187677374539
3,0.19265958840082054,100000,5.0,15.338846921920776,1.1857927133111947,1.0137535971224242e-05,-4.994067591762146,0.0005505261149826361,-3.2592220748323797
4,0.1928685618392897,1000000,6.0,156.06302690505981,2.1933000259770323,1.2678351233136086e-06,-5.896937220973893,0.0005335538151551496,-3.2728217703421665
