,time,S,I,R
0,0.0,300.0,100.0,0.0
1,0.00125,299.0,101.0,0.0
2,0.0025,299.0,100.0,1.0
3,0.00375,299.0,100.0,1.0
4,0.005,298.0,101.0,1.0
5,0.00625,298.0,100.0,2.0
6,0.0075,297.0,101.0,2.0
7,0.00875,296.0,102.0,2.0
8,0.01,296.0,102.0,2.0
9,0.01125,296.0,102.0,2.0
10,0.0125,296.0,102.0,2.0
11,0.01375,296.0,102.0,2.0
12,0.015,295.0,103.0,2.0
13,0.01625,294.0,103.0,3.0
14,0.0175,293.0,103.0,4.0
15,0.01875,293.0,103.0,4.0
16,0.02,293.0,103.0,4.0
17,0.02125,293.0,103.0,4.0
18,0.0225,292.0,103.0,5.0
19,0.02375,292.0,103.0,5.0
20,0.025,291.0,104.0,5.0
21,0.02625,291.0,103.0,6.0
22,0.0275,291.0,102.0,7.0
23,0.02875,291.0,102.0,7.0
24,0.03,290.0,103.0,7.0
25,0.03125,290.0,103.0,7.0
26,0.0325,289.0,104.0,7.0
27,0.03375,288.0,105.0,7.0
28,0.035,288.0,105.0,7.0
29,0.03625,288.0,105.0,7.0
30,0.0375,288.0,104.0,8.0
31,0.03875,288.0,104.0,8.0
32,0.04,287.0,105.0,8.0
33,0.04125,287.0,104.0,9.0
34,0.0425,287.0,104.0,9.0
35,0.043750000000000004,286.0,105.0,9.0
36,0.045,285.0,106.0,9.0
37,0.04625,284.0,107.0,9.0
38,0.0475,284.0,107.0,9.0
39,0.04875,284.0,107.0,9.0
40,0.05,284.0,106.0,10.0
41,0.051250000000000004,284.0,106.0,10.0
42,0.0525,284.0,106.0,10.0
43,0.05375,284.0,105.0,11.0
44,0.055,284.0,105.0,11.0
45,0.05625,284.0,104.0,12.0
46,0.0575,283.0,105.0,12.0
47,0.058750000000000004,283.0,105.0,12.0
48,0.06,283.0,105.0,12.0
49,0.06125,283.0,104.0,13.0
50,0.0625,282.0,104.0,14.0
51,0.06375,282.0,103.0,15.0
52,0.065,281.0,103.0,16.0
53,0.06625,281.0,102.0,17.0
54,0.0675,280.0,103.0,17.0
55,0.06875,280.0,103.0,17.0
56,0.07,280.0,103.0,17.0
57,0.07125000000000001,279.0,104.0,17.0
58,0.0725,278.0,104.0,18.0
59,0.07375,278.0,104.0,18.0
60,0.075,277.0,105.0,18.0
61,0.07625,276.0,106.0,18.0
62,0.0775,276.0,106.0,18.0
63,0.07875,276.0,106.0,18.0
64,0.08,276.0,106.0,18.0
65,0.08125,275.0,106.0,19.0
66,0.0825,275.0,105.0,20.0
67,0.08375,275.0,105.0,20.0
68,0.085,275.0,105.0,20.0
69,0.08625000000000001,274.0,106.0,20.0
70,0.08750000000000001,274.0,106.0,20.0
71,0.08875,273.0,107.0,20.0
72,0.09,273.0,106.0,21.0
73,0.09125,273.0,105.0,22.0
74,0.0925,272.0,106.0,22.0
75,0.09375,272.0,106.0,22.0
76,0.095,272.0,106.0,22.0
77,0.09625,271.0,107.0,22.0
78,0.0975,270.0,108.0,22.0
79,0.09875,270.0,108.0,22.0
80,0.1,269.0,108.0,23.0
81,0.10125,268.0,109.0,23.0
82,0.10250000000000001,268.0,108.0,24.0
83,0.10375000000000001,267.0,108.0,25.0
84,0.105,267.0,108.0,25.0
85,0.10625,267.0,107.0,26.0
86,0.1075,266.0,108.0,26.0
87,0.10875,266.0,107.0,27.0
88,0.11,265.0,108.0,27.0
89,0.11125,265.0,108.0,27.0
90,0.1125,264.0,109.0,27.0
91,0.11375,264.0,109.0,27.0
92,0.115,264.0,109.0,27.0
93,0.11625,264.0,108.0,28.0
94,0.11750000000000001,264.0,108.0,28.0
95,0.11875000000000001,263.0,109.0,28.0
96,0.12,263.0,109.0,28.0
97,0.12125,262.0,109.0,29.0
98,0.1225,262.0,109.0,29.0
99,0.12375,262.0,108.0,30.0
100,0.125,262.0,108.0,30.0
101,0.12625,262.0,108.0,30.0
102,0.1275,262.0,108.0,30.0
103,0.12875,262.0,107.0,31.0
104,0.13,262.0,106.0,32.0
105,0.13125,261.0,107.0,32.0
106,0.1325,261.0,107.0,32.0
107,0.13375,261.0,106.0,33.0
108,0.135,261.0,106.0,33.0
109,0.13625,261.0,106.0,33.0
110,0.1375,261.0,106.0,33.0
111,0.13875,261.0,106.0,33.0
112,0.14,261.0,105.0,34.0
113,0.14125000000000001,260.0,106.0,34.0
114,0.14250000000000002,259.0,107.0,34.0
