,time,S,I,R
0,0.0,300.0,100.0,0.0
1,0.000625,299.0,101.0,0.0
2,0.00125,299.0,101.0,0.0
3,0.001875,299.0,101.0,0.0
4,0.0025,299.0,101.0,0.0
5,0.003125,299.0,101.0,0.0
6,0.00375,299.0,101.0,0.0
7,0.004375,299.0,100.0,1.0
8,0.005,299.0,100.0,1.0
9,0.005625,299.0,99.0,2.0
10,0.00625,299.0,99.0,2.0
11,0.006875,299.0,99.0,2.0
12,0.0075,299.0,98.0,3.0
13,0.008125,299.0,98.0,3.0
14,0.00875,299.0,98.0,3.0
15,0.009375,299.0,98.0,3.0
16,0.01,299.0,98.0,3.0
17,0.010625,299.0,97.0,4.0
18,0.01125,299.0,97.0,4.0
19,0.011875,299.0,97.0,4.0
20,0.0125,299.0,97.0,4.0
21,0.013125,299.0,97.0,4.0
22,0.01375,299.0,96.0,5.0
23,0.014375,299.0,96.0,5.0
24,0.015,299.0,96.0,5.0
25,0.015625,299.0,96.0,5.0
26,0.01625,299.0,96.0,5.0
27,0.016875,299.0,96.0,5.0
28,0.0175,298.0,97.0,5.0
29,0.018125,298.0,97.0,5.0
30,0.01875,298.0,97.0,5.0
31,0.019375,297.0,97.0,6.0
32,0.02,297.0,97.0,6.0
33,0.020625,297.0,97.0,6.0
34,0.02125,297.0,97.0,6.0
35,0.021875000000000002,297.0,97.0,6.0
36,0.0225,297.0,97.0,6.0
37,0.023125,296.0,97.0,7.0
38,0.02375,296.0,97.0,7.0
39,0.024375,296.0,97.0,7.0
40,0.025,296.0,96.0,8.0
41,0.025625000000000002,296.0,96.0,8.0
42,0.02625,295.0,97.0,8.0
43,0.026875,295.0,96.0,9.0
44,0.0275,295.0,95.0,10.0
45,0.028125,295.0,94.0,11.0
46,0.02875,295.0,94.0,11.0
47,0.029375000000000002,294.0,95.0,11.0
48,0.03,293.0,95.0,12.0
49,0.030625,293.0,95.0,12.0
50,0.03125,293.0,95.0,12.0
51,0.031875,293.0,95.0,12.0
52,0.0325,293.0,95.0,12.0
53,0.033125,293.0,94.0,13.0
54,0.03375,293.0,93.0,14.0
55,0.034375,292.0,93.0,15.0
56,0.035,292.0,93.0,15.0
57,0.035625000000000004,292.0,93.0,15.0
58,0.03625,292.0,93.0,15.0
59,0.036875,293.0,93.0,14.0
60,0.0375,293.0,92.0,15.0
61,0.038125,293.0,91.0,16.0
62,0.03875,292.0,91.0,17.0
63,0.039375,292.0,91.0,17.0
64,0.04,292.0,91.0,17.0
65,0.040625,292.0,91.0,17.0
66,0.04125,292.0,91.0,17.0
67,0.041875,292.0,91.0,17.0
68,0.0425,292.0,91.0,17.0
69,0.043125000000000004,291.0,92.0,17.0
70,0.043750000000000004,291.0,92.0,17.0
71,0.044375,291.0,91.0,18.0
72,0.045,290.0,92.0,18.0
73,0.045625,290.0,92.0,18.0
74,0.04625,290.0,92.0,18.0
75,0.046875,290.0,92.0,18.0
76,0.0475,290.0,92.0,18.0
77,0.048125,290.0,92.0,18.0
78,0.04875,290.0,92.0,18.0
79,0.049375,290.0,92.0,18.0
80,0.05,290.0,92.0,18.0
81,0.050625,290.0,92.0,18.0
82,0.051250000000000004,290.0,92.0,18.0
83,0.051875000000000004,290.0,91.0,19.0
84,0.0525,290.0,91.0,19.0
85,0.053125,290.0,91.0,19.0
86,0.05375,290.0,91.0,19.0
87,0.054375,290.0,90.0,20.0
88,0.055,289.0,91.0,20.0
89,0.055625,288.0,91.0,21.0
90,0.05625,288.0,90.0,22.0
91,0.056875,288.0,90.0,22.0
92,0.0575,288.0,90.0,22.0
93,0.058125,287.0,91.0,22.0
94,0.058750000000000004,287.0,91.0,22.0
95,0.059375000000000004,287.0,91.0,22.0
96,0.06,287.0,91.0,22.0
97,0.060625,287.0,91.0,22.0
98,0.06125,287.0,91.0,22.0
99,0.061875,287.0,91.0,22.0
100,0.0625,287.0,91.0,22.0
101,0.063125,287.0,90.0,23.0
102,0.06375,287.0,90.0,23.0
103,0.064375,287.0,89.0,24.0
104,0.065,287.0,88.0,25.0
105,0.065625,287.0,88.0,25.0
106,0.06625,287.0,87.0,26.0
107,0.066875,287.0,87.0,26.0
108,0.0675,286.0,88.0,26.0
109,0.068125,286.0,88.0,26.0
110,0.06875,286.0,88.0,26.0
111,0.069375,287.0,88.0,25.0
112,0.07,287.0,88.0,25.0
113,0.07062500000000001,287.0,88.0,25.0
114,0.07125000000000001,287.0,87.0,26.0
115,0.07187500000000001,287.0,87.0,26.0
116,0.0725,287.0,87.0,26.0
117,0.073125,287.0,87.0,26.0
118,0.07375,286.0,88.0,26.0
119,0.074375,286.0,88.0,26.0
120,0.075,286.0,87.0,27.0
121,0.075625,286.0,87.0,27.0
122,0.07625,286.0,86.0,28.0
123,0.076875,285.0,87.0,28.0
124,0.0775,285.0,87.0,28.0
125,0.078125,285.0,87.0,28.0
126,0.07875,285.0,86.0,29.0
127,0.079375,285.0,86.0,29.0
128,0.08,284.0,87.0,29.0
129,0.080625,284.0,86.0,30.0
130,0.08125,283.0,87.0,30.0
131,0.081875,283.0,87.0,30.0
132,0.0825,283.0,86.0,31.0
133,0.083125,283.0,86.0,31.0
134,0.08375,283.0,86.0,31.0
135,0.084375,283.0,85.0,32.0
136,0.085,283.0,85.0,32.0
137,0.085625,282.0,86.0,32.0
138,0.08625000000000001,282.0,86.0,32.0
139,0.08687500000000001,282.0,86.0,32.0
140,0.08750000000000001,282.0,86.0,32.0
141,0.088125,282.0,86.0,32.0
142,0.08875,282.0,85.0,33.0
143,0.089375,281.0,86.0,33.0
144,0.09,280.0,87.0,33.0
145,0.090625,280.0,87.0,33.0
146,0.09125,280.0,87.0,33.0
147,0.091875,280.0,87.0,33.0
148,0.0925,279.0,87.0,34.0
149,0.093125,279.0,87.0,34.0
150,0.09375,279.0,87.0,34.0
151,0.094375,279.0,87.0,34.0
152,0.095,278.0,88.0,34.0
153,0.095625,278.0,87.0,35.0
154,0.09625,278.0,87.0,35.0
155,0.096875,278.0,87.0,35.0
156,0.0975,278.0,87.0,35.0
157,0.098125,278.0,87.0,35.0
158,0.09875,278.0,87.0,35.0
159,0.099375,278.0,86.0,36.0
160,0.1,278.0,85.0,37.0
161,0.100625,278.0,85.0,37.0
162,0.10125,278.0,85.0,37.0
163,0.10187500000000001,278.0,84.0,38.0
164,0.10250000000000001,278.0,84.0,38.0
165,0.10312500000000001,278.0,83.0,39.0
166,0.10375000000000001,278.0,83.0,39.0
167,0.104375,278.0,83.0,39.0
168,0.105,278.0,83.0,39.0
169,0.105625,278.0,83.0,39.0
170,0.10625,278.0,83.0,39.0
171,0.106875,278.0,82.0,40.0
172,0.1075,278.0,81.0,41.0
173,0.108125,277.0,82.0,41.0
174,0.10875,277.0,82.0,41.0
175,0.109375,277.0,82.0,41.0
176,0.11,277.0,82.0,41.0
177,0.110625,277.0,82.0,41.0
178,0.11125,277.0,82.0,41.0
179,0.111875,277.0,82.0,41.0
180,0.1125,277.0,82.0,41.0
181,0.113125,277.0,82.0,41.0
182,0.11375,277.0,82.0,41.0
183,0.114375,277.0,82.0,41.0
184,0.115,277.0,82.0,41.0
185,0.115625,277.0,82.0,41.0
186,0.11625,277.0,82.0,41.0
187,0.116875,277.0,81.0,42.0
188,0.11750000000000001,277.0,81.0,42.0
189,0.11812500000000001,277.0,81.0,42.0
190,0.11875000000000001,277.0,80.0,43.0
191,0.11937500000000001,277.0,79.0,44.0
192,0.12,277.0,79.0,44.0
193,0.120625,277.0,79.0,44.0
194,0.12125,277.0,79.0,44.0
195,0.121875,277.0,78.0,45.0
196,0.1225,277.0,78.0,45.0
197,0.123125,277.0,78.0,45.0
198,0.12375,277.0,78.0,45.0
199,0.124375,277.0,78.0,45.0
200,0.125,277.0,78.0,45.0
201,0.12562500000000001,277.0,79.0,44.0
202,0.12625,277.0,78.0,45.0
203,0.12687500000000002,277.0,78.0,45.0
204,0.1275,277.0,78.0,45.0
205,0.128125,276.0,79.0,45.0
206,0.12875,276.0,78.0,46.0
207,0.129375,276.0,78.0,46.0
208,0.13,276.0,78.0,46.0
209,0.130625,276.0,78.0,46.0
210,0.13125,276.0,78.0,46.0
211,0.131875,276.0,78.0,46.0
212,0.1325,276.0,78.0,46.0
213,0.133125,275.0,79.0,46.0
214,0.13375,275.0,79.0,46.0
215,0.134375,275.0,79.0,46.0
216,0.135,275.0,79.0,46.0
217,0.135625,275.0,78.0,47.0
218,0.13625,275.0,78.0,47.0
219,0.136875,275.0,77.0,48.0
220,0.1375,274.0,77.0,49.0
221,0.138125,274.0,77.0,49.0
222,0.13875,274.0,77.0,49.0
223,0.139375,274.0,76.0,50.0
224,0.14,274.0,76.0,50.0
225,0.140625,274.0,76.0,50.0
226,0.14125000000000001,273.0,76.0,51.0
227,0.141875,272.0,77.0,51.0
228,0.14250000000000002,272.0,77.0,51.0
229,0.143125,272.0,77.0,51.0
230,0.14375000000000002,272.0,76.0,52.0
231,0.144375,272.0,76.0,52.0
232,0.145,272.0,75.0,53.0
233,0.145625,272.0,75.0,53.0
234,0.14625,272.0,75.0,53.0
235,0.146875,272.0,75.0,53.0
236,0.1475,272.0,75.0,53.0
237,0.148125,272.0,74.0,54.0
238,0.14875,272.0,74.0,54.0
239,0.149375,271.0,75.0,54.0
240,0.15,271.0,75.0,54.0
241,0.150625,271.0,75.0,54.0
242,0.15125,272.0,75.0,53.0
243,0.151875,272.0,75.0,53.0
244,0.1525,272.0,74.0,54.0
245,0.153125,272.0,73.0,55.0
246,0.15375,272.0,73.0,55.0
247,0.154375,272.0,72.0,56.0
248,0.155,272.0,72.0,56.0
249,0.155625,272.0,72.0,56.0
250,0.15625,272.0,71.0,57.0
251,0.15687500000000001,272.0,71.0,57.0
252,0.1575,271.0,71.0,58.0
253,0.15812500000000002,271.0,71.0,58.0
254,0.15875,271.0,71.0,58.0
255,0.15937500000000002,271.0,71.0,58.0
256,0.16,270.0,72.0,58.0
257,0.160625,270.0,71.0,59.0
258,0.16125,270.0,71.0,59.0
259,0.161875,270.0,71.0,59.0
260,0.1625,270.0,71.0,59.0
261,0.163125,270.0,71.0,59.0
262,0.16375,270.0,71.0,59.0
263,0.164375,270.0,71.0,59.0
264,0.165,270.0,71.0,59.0
265,0.165625,269.0,72.0,59.0
266,0.16625,269.0,72.0,59.0
267,0.166875,269.0,72.0,59.0
268,0.1675,268.0,73.0,59.0
269,0.168125,268.0,73.0,59.0
270,0.16875,267.0,73.0,60.0
271,0.169375,267.0,73.0,60.0
272,0.17,267.0,73.0,60.0
273,0.170625,266.0,74.0,60.0
274,0.17125,266.0,74.0,60.0
275,0.171875,266.0,74.0,60.0
276,0.17250000000000001,266.0,73.0,61.0
277,0.173125,266.0,73.0,61.0
278,0.17375000000000002,266.0,73.0,61.0
279,0.174375,266.0,73.0,61.0
280,0.17500000000000002,266.0,73.0,61.0
281,0.175625,266.0,72.0,62.0
282,0.17625,266.0,72.0,62.0
283,0.176875,266.0,72.0,62.0
284,0.1775,266.0,72.0,62.0
285,0.178125,266.0,72.0,62.0
286,0.17875,266.0,72.0,62.0
287,0.179375,265.0,73.0,62.0
288,0.18,265.0,73.0,62.0
289,0.180625,265.0,72.0,63.0
290,0.18125,265.0,72.0,63.0
291,0.181875,265.0,71.0,64.0
292,0.1825,265.0,71.0,64.0
293,0.183125,264.0,71.0,65.0
294,0.18375,263.0,72.0,65.0
295,0.184375,263.0,72.0,65.0
296,0.185,262.0,73.0,65.0
297,0.185625,262.0,73.0,65.0
298,0.18625,262.0,72.0,66.0
299,0.186875,262.0,72.0,66.0
300,0.1875,262.0,71.0,67.0
301,0.18812500000000001,262.0,70.0,68.0
302,0.18875,262.0,70.0,68.0
303,0.18937500000000002,261.0,71.0,68.0
304,0.19,261.0,71.0,68.0
305,0.19062500000000002,261.0,70.0,69.0
306,0.19125,261.0,70.0,69.0
307,0.19187500000000002,261.0,70.0,69.0
308,0.1925,261.0,70.0,69.0
309,0.193125,261.0,70.0,69.0
310,0.19375,261.0,69.0,70.0
311,0.194375,261.0,69.0,70.0
