,S,I,R
203,273.0,72.0,55.0
204,273.0,72.0,55.0
205,273.0,72.0,55.0
206,273.0,72.0,55.0
207,273.0,72.0,55.0
208,273.0,72.0,55.0
209,273.0,72.0,55.0
210,272.0,73.0,55.0
211,272.0,73.0,55.0
212,271.0,74.0,55.0
213,271.0,74.0,55.0
214,271.0,73.0,56.0
215,271.0,73.0,56.0
216,270.0,74.0,56.0
217,270.0,73.0,57.0
218,270.0,73.0,57.0
219,270.0,73.0,57.0
220,270.0,73.0,57.0
221,270.0,73.0,57.0
222,269.0,74.0,57.0
223,269.0,73.0,58.0
224,269.0,73.0,58.0
225,269.0,72.0,59.0
226,269.0,72.0,59.0
227,270.0,71.0,59.0
228,270.0,71.0,59.0
229,269.0,72.0,59.0
230,268.0,73.0,59.0
231,268.0,73.0,59.0
232,268.0,73.0,59.0
233,268.0,73.0,59.0
234,268.0,73.0,59.0
235,267.0,74.0,59.0
236,267.0,74.0,59.0
237,267.0,74.0,59.0
238,267.0,74.0,59.0
239,267.0,74.0,59.0
240,267.0,73.0,60.0
241,267.0,73.0,60.0
242,267.0,72.0,61.0
243,267.0,71.0,62.0
244,267.0,71.0,62.0
245,267.0,70.0,63.0
246,267.0,70.0,63.0
247,267.0,69.0,64.0
248,267.0,69.0,64.0
249,267.0,69.0,64.0
250,267.0,69.0,64.0
251,267.0,69.0,64.0
252,267.0,68.0,65.0
253,267.0,68.0,65.0
254,267.0,68.0,65.0
255,267.0,68.0,65.0
256,267.0,68.0,65.0
257,266.0,69.0,65.0
258,266.0,69.0,65.0
259,266.0,68.0,66.0
260,266.0,68.0,66.0
261,266.0,68.0,66.0
262,266.0,68.0,66.0
263,266.0,67.0,67.0
264,266.0,67.0,67.0
265,266.0,67.0,67.0
266,266.0,66.0,68.0
267,266.0,66.0,68.0
268,266.0,66.0,68.0
269,266.0,66.0,68.0
270,266.0,66.0,68.0
271,265.0,67.0,68.0
272,265.0,67.0,68.0
273,266.0,66.0,68.0
274,266.0,66.0,68.0
275,265.0,67.0,68.0
276,265.0,67.0,68.0
277,265.0,67.0,68.0
278,265.0,67.0,68.0
279,265.0,66.0,69.0
280,265.0,66.0,69.0
281,265.0,66.0,69.0
282,265.0,66.0,69.0
283,265.0,65.0,70.0
284,265.0,65.0,70.0
285,264.0,66.0,70.0
286,264.0,66.0,70.0
287,264.0,66.0,70.0
288,264.0,66.0,70.0
289,264.0,66.0,70.0
290,264.0,66.0,70.0
291,264.0,66.0,70.0
292,263.0,67.0,70.0
293,263.0,67.0,70.0
294,263.0,67.0,70.0
295,263.0,67.0,70.0
296,263.0,67.0,70.0
297,263.0,67.0,70.0
298,262.0,68.0,70.0
299,262.0,68.0,70.0
300,262.0,68.0,70.0
301,262.0,68.0,70.0
302,262.0,68.0,70.0
303,261.0,69.0,70.0
304,261.0,69.0,70.0
305,261.0,69.0,70.0
306,261.0,69.0,70.0
307,261.0,69.0,70.0
308,261.0,69.0,70.0
309,261.0,69.0,70.0
310,260.0,70.0,70.0
311,260.0,70.0,70.0
312,260.0,70.0,70.0
313,260.0,70.0,70.0
314,260.0,70.0,70.0
315,260.0,70.0,70.0
316,260.0,70.0,70.0
317,260.0,69.0,71.0
318,260.0,69.0,71.0
319,260.0,69.0,71.0
320,260.0,68.0,72.0
321,260.0,68.0,72.0
322,260.0,68.0,72.0
323,260.0,68.0,72.0
324,260.0,68.0,72.0
325,260.0,68.0,72.0
326,260.0,68.0,72.0
327,260.0,68.0,72.0
328,260.0,68.0,72.0
329,260.0,68.0,72.0
330,261.0,67.0,72.0
331,261.0,67.0,72.0
332,261.0,67.0,72.0
333,261.0,67.0,72.0
334,261.0,67.0,72.0
335,261.0,67.0,72.0
336,261.0,67.0,72.0
337,261.0,67.0,72.0
338,261.0,66.0,73.0
339,261.0,66.0,73.0
340,261.0,66.0,73.0
341,261.0,66.0,73.0
342,260.0,67.0,73.0
343,260.0,67.0,73.0
344,259.0,68.0,73.0
345,260.0,67.0,73.0
346,260.0,67.0,73.0
347,260.0,67.0,73.0
348,260.0,67.0,73.0
349,260.0,67.0,73.0
350,260.0,67.0,73.0
351,260.0,67.0,73.0
352,260.0,67.0,73.0
353,260.0,67.0,73.0
354,260.0,67.0,73.0
355,259.0,68.0,73.0
356,258.0,69.0,73.0
357,257.0,70.0,73.0
358,257.0,69.0,74.0
359,256.0,70.0,74.0
360,255.0,71.0,74.0
361,254.0,72.0,74.0
362,254.0,72.0,74.0
363,254.0,72.0,74.0
364,254.0,72.0,74.0
365,254.0,72.0,74.0
366,254.0,72.0,74.0
367,254.0,72.0,74.0
368,254.0,71.0,75.0
369,254.0,71.0,75.0
370,254.0,71.0,75.0
371,253.0,72.0,75.0
372,253.0,72.0,75.0
373,253.0,72.0,75.0
374,253.0,72.0,75.0
375,253.0,72.0,75.0
376,253.0,72.0,75.0
377,253.0,72.0,75.0
378,253.0,72.0,75.0
379,252.0,73.0,75.0
380,252.0,73.0,75.0
381,252.0,72.0,76.0
382,252.0,71.0,77.0
383,252.0,70.0,78.0
384,252.0,70.0,78.0
385,252.0,70.0,78.0
386,252.0,70.0,78.0
387,252.0,70.0,78.0
388,252.0,70.0,78.0
389,252.0,70.0,78.0
390,252.0,70.0,78.0
391,252.0,70.0,78.0
392,252.0,70.0,78.0
393,251.0,71.0,78.0
394,251.0,70.0,79.0
395,251.0,70.0,79.0
396,251.0,70.0,79.0
397,251.0,70.0,79.0
398,251.0,70.0,79.0
399,251.0,70.0,79.0
400,250.0,71.0,79.0
401,250.0,71.0,79.0
402,250.0,71.0,79.0
403,250.0,71.0,79.0
404,250.0,71.0,79.0
405,250.0,71.0,79.0
406,251.0,70.0,79.0
407,250.0,71.0,79.0
408,251.0,70.0,79.0
409,251.0,70.0,79.0
410,251.0,70.0,79.0
411,251.0,70.0,79.0
412,250.0,71.0,79.0
413,250.0,71.0,79.0
414,250.0,71.0,79.0
415,250.0,70.0,80.0
416,249.0,71.0,80.0
417,249.0,71.0,80.0
418,249.0,71.0,80.0
419,249.0,70.0,81.0
420,249.0,69.0,82.0
421,249.0,69.0,82.0
422,248.0,69.0,83.0
423,248.0,68.0,84.0
424,248.0,68.0,84.0
425,248.0,68.0,84.0
426,248.0,68.0,84.0
427,248.0,68.0,84.0
428,248.0,68.0,84.0
429,248.0,68.0,84.0
430,248.0,68.0,84.0
431,248.0,67.0,85.0
432,248.0,67.0,85.0
433,248.0,67.0,85.0
434,248.0,66.0,86.0
435,247.0,67.0,86.0
436,247.0,67.0,86.0
437,247.0,67.0,86.0
438,247.0,67.0,86.0
439,247.0,67.0,86.0
440,248.0,66.0,86.0
441,248.0,66.0,86.0
442,248.0,66.0,86.0
443,248.0,65.0,87.0
444,248.0,65.0,87.0
445,248.0,64.0,88.0
446,248.0,64.0,88.0
447,248.0,64.0,88.0
448,248.0,64.0,88.0
449,248.0,64.0,88.0
450,248.0,64.0,88.0
451,248.0,64.0,88.0
452,248.0,64.0,88.0
453,248.0,63.0,89.0
454,248.0,62.0,90.0
455,248.0,62.0,90.0
456,247.0,63.0,90.0
457,247.0,63.0,90.0
458,247.0,62.0,91.0
459,247.0,62.0,91.0
460,247.0,62.0,91.0
461,247.0,62.0,91.0
462,247.0,62.0,91.0
463,247.0,62.0,91.0
464,247.0,61.0,92.0
465,247.0,61.0,92.0
466,247.0,61.0,92.0
467,247.0,61.0,92.0
468,247.0,61.0,92.0
469,246.0,62.0,92.0
470,246.0,62.0,92.0
471,246.0,62.0,92.0
472,246.0,62.0,92.0
473,246.0,61.0,93.0
474,246.0,61.0,93.0
475,246.0,61.0,93.0
476,246.0,61.0,93.0
477,246.0,60.0,94.0
478,246.0,60.0,94.0
479,247.0,59.0,94.0
480,247.0,59.0,94.0
481,247.0,58.0,95.0
482,247.0,58.0,95.0
483,247.0,58.0,95.0
484,247.0,58.0,95.0
485,247.0,58.0,95.0
486,247.0,58.0,95.0
487,246.0,59.0,95.0
488,246.0,59.0,95.0
489,246.0,59.0,95.0
490,246.0,59.0,95.0
491,246.0,59.0,95.0
492,246.0,58.0,96.0
493,246.0,58.0,96.0
494,246.0,58.0,96.0
495,246.0,58.0,96.0
496,246.0,58.0,96.0
497,246.0,58.0,96.0
498,246.0,58.0,96.0
499,246.0,58.0,96.0
500,246.0,58.0,96.0
501,246.0,57.0,97.0
502,246.0,57.0,97.0
503,246.0,56.0,98.0
504,246.0,56.0,98.0
505,246.0,56.0,98.0
506,246.0,56.0,98.0
507,246.0,56.0,98.0
508,246.0,56.0,98.0
509,246.0,56.0,98.0
510,246.0,55.0,99.0
511,246.0,55.0,99.0
512,246.0,55.0,99.0
513,246.0,55.0,99.0
514,246.0,55.0,99.0
515,246.0,55.0,99.0
516,246.0,55.0,99.0
517,246.0,55.0,99.0
518,246.0,55.0,99.0
519,246.0,55.0,99.0
520,246.0,55.0,99.0
521,246.0,55.0,99.0
522,246.0,55.0,99.0
523,246.0,55.0,99.0
524,246.0,55.0,99.0
525,246.0,55.0,99.0
526,246.0,54.0,100.0
527,246.0,53.0,101.0
528,246.0,53.0,101.0
529,246.0,52.0,102.0
530,246.0,52.0,102.0
531,246.0,52.0,102.0
532,246.0,52.0,102.0
533,246.0,52.0,102.0
534,246.0,52.0,102.0
535,246.0,51.0,103.0
536,246.0,50.0,104.0
537,246.0,50.0,104.0
538,246.0,50.0,104.0
539,246.0,50.0,104.0
540,246.0,50.0,104.0
541,246.0,49.0,105.0
542,246.0,48.0,106.0
543,246.0,48.0,106.0
544,246.0,48.0,106.0
545,246.0,48.0,106.0
546,246.0,47.0,107.0
547,246.0,47.0,107.0
548,245.0,48.0,107.0
549,245.0,48.0,107.0
550,245.0,48.0,107.0
551,245.0,48.0,107.0
552,245.0,48.0,107.0
553,245.0,48.0,107.0
554,245.0,48.0,107.0
555,245.0,48.0,107.0
556,245.0,48.0,107.0
557,245.0,48.0,107.0
558,245.0,48.0,107.0
559,245.0,48.0,107.0
560,245.0,48.0,107.0
561,245.0,48.0,107.0
562,245.0,48.0,107.0
563,245.0,48.0,107.0
564,246.0,47.0,107.0
565,246.0,47.0,107.0
566,246.0,47.0,107.0
567,247.0,46.0,107.0
568,247.0,45.0,108.0
569,246.0,46.0,108.0
570,246.0,46.0,108.0
571,245.0,47.0,108.0
572,245.0,47.0,108.0
573,245.0,47.0,108.0
574,245.0,47.0,108.0
575,245.0,47.0,108.0
576,245.0,47.0,108.0
577,245.0,47.0,108.0
578,244.0,47.0,109.0
579,244.0,47.0,109.0
580,244.0,47.0,109.0
581,244.0,47.0,109.0
582,244.0,47.0,109.0
583,244.0,47.0,109.0
584,244.0,47.0,109.0
585,244.0,47.0,109.0
586,244.0,47.0,109.0
587,244.0,47.0,109.0
588,244.0,47.0,109.0
589,244.0,47.0,109.0
590,244.0,47.0,109.0
591,244.0,47.0,109.0
592,244.0,47.0,109.0
593,244.0,46.0,110.0
594,245.0,45.0,110.0
595,246.0,44.0,110.0
596,246.0,44.0,110.0
597,246.0,44.0,110.0
598,246.0,44.0,110.0
599,246.0,44.0,110.0
600,246.0,44.0,110.0
601,246.0,43.0,111.0
602,246.0,43.0,111.0
603,246.0,43.0,111.0
604,246.0,43.0,111.0
605,246.0,43.0,111.0
606,246.0,43.0,111.0
607,246.0,43.0,111.0
608,246.0,43.0,111.0
609,246.0,43.0,111.0
610,246.0,43.0,111.0
611,246.0,42.0,112.0
612,246.0,42.0,112.0
613,246.0,42.0,112.0
614,246.0,42.0,112.0
615,246.0,42.0,112.0
616,246.0,42.0,112.0
617,246.0,42.0,112.0
618,246.0,42.0,112.0
619,246.0,42.0,112.0
620,246.0,42.0,112.0
621,246.0,42.0,112.0
622,246.0,42.0,112.0
623,246.0,42.0,112.0
624,246.0,42.0,112.0
625,246.0,42.0,112.0
626,245.0,43.0,112.0
627,245.0,43.0,112.0
628,245.0,43.0,112.0
629,245.0,43.0,112.0
630,245.0,43.0,112.0
631,245.0,43.0,112.0
632,245.0,43.0,112.0
633,245.0,43.0,112.0
634,245.0,43.0,112.0
635,245.0,43.0,112.0
636,245.0,43.0,112.0
637,245.0,43.0,112.0
638,245.0,42.0,113.0
639,245.0,42.0,113.0
640,245.0,42.0,113.0
641,245.0,42.0,113.0
642,245.0,41.0,114.0
643,245.0,41.0,114.0
644,245.0,41.0,114.0
645,245.0,41.0,114.0
646,245.0,41.0,114.0
647,245.0,41.0,114.0
648,245.0,41.0,114.0
649,245.0,41.0,114.0
650,245.0,41.0,114.0
651,245.0,41.0,114.0
652,245.0,41.0,114.0
653,245.0,41.0,114.0
654,245.0,41.0,114.0
655,245.0,41.0,114.0
656,245.0,41.0,114.0
657,245.0,41.0,114.0
658,245.0,41.0,114.0
659,245.0,41.0,114.0
660,245.0,41.0,114.0
661,245.0,41.0,114.0
662,246.0,40.0,114.0
663,245.0,41.0,114.0
664,245.0,41.0,114.0
665,245.0,41.0,114.0
666,245.0,41.0,114.0
667,245.0,41.0,114.0
668,245.0,41.0,114.0
669,245.0,41.0,114.0
670,245.0,41.0,114.0
671,245.0,41.0,114.0
672,245.0,41.0,114.0
673,245.0,41.0,114.0
674,245.0,41.0,114.0
675,244.0,42.0,114.0
676,244.0,42.0,114.0
677,244.0,42.0,114.0
678,244.0,42.0,114.0
679,244.0,42.0,114.0
680,244.0,42.0,114.0
681,244.0,42.0,114.0
682,243.0,43.0,114.0
683,243.0,43.0,114.0
684,243.0,43.0,114.0
685,243.0,43.0,114.0
686,243.0,43.0,114.0
687,243.0,43.0,114.0
688,242.0,44.0,114.0
689,242.0,44.0,114.0
690,242.0,44.0,114.0
691,242.0,44.0,114.0
692,242.0,44.0,114.0
693,241.0,44.0,115.0
694,241.0,44.0,115.0
695,241.0,44.0,115.0
696,241.0,44.0,115.0
697,240.0,45.0,115.0
698,240.0,45.0,115.0
699,240.0,45.0,115.0
700,240.0,45.0,115.0
701,240.0,45.0,115.0
702,240.0,45.0,115.0
703,239.0,46.0,115.0
704,239.0,46.0,115.0
705,239.0,46.0,115.0
706,239.0,46.0,115.0
707,238.0,47.0,115.0
708,238.0,46.0,116.0
709,238.0,46.0,116.0
710,238.0,46.0,116.0
711,238.0,46.0,116.0
712,238.0,45.0,117.0
713,238.0,44.0,118.0
714,238.0,44.0,118.0
715,239.0,43.0,118.0
716,239.0,43.0,118.0
717,239.0,43.0,118.0
718,239.0,43.0,118.0
719,239.0,43.0,118.0
720,239.0,43.0,118.0
721,239.0,43.0,118.0
722,239.0,43.0,118.0
723,239.0,43.0,118.0
724,239.0,43.0,118.0
725,239.0,43.0,118.0
726,239.0,43.0,118.0
727,239.0,43.0,118.0
728,239.0,43.0,118.0
729,239.0,43.0,118.0
730,239.0,43.0,118.0
731,239.0,43.0,118.0
732,239.0,42.0,119.0
733,239.0,42.0,119.0
734,239.0,42.0,119.0
735,238.0,43.0,119.0
736,238.0,42.0,120.0
737,238.0,42.0,120.0
738,238.0,42.0,120.0
739,238.0,42.0,120.0
740,238.0,42.0,120.0
741,239.0,41.0,120.0
742,239.0,41.0,120.0
743,240.0,40.0,120.0
744,240.0,40.0,120.0
745,240.0,40.0,120.0
746,240.0,40.0,120.0
747,240.0,40.0,120.0
748,240.0,40.0,120.0
749,240.0,40.0,120.0
750,240.0,40.0,120.0
751,240.0,40.0,120.0
752,240.0,40.0,120.0
753,240.0,40.0,120.0
754,240.0,40.0,120.0
755,240.0,40.0,120.0
756,240.0,40.0,120.0
757,240.0,40.0,120.0
758,240.0,40.0,120.0
759,240.0,40.0,120.0
760,240.0,40.0,120.0
761,240.0,40.0,120.0
762,239.0,41.0,120.0
763,239.0,41.0,120.0
764,239.0,41.0,120.0
765,239.0,41.0,120.0
766,239.0,41.0,120.0
767,239.0,41.0,120.0
768,239.0,40.0,121.0
769,239.0,40.0,121.0
770,239.0,39.0,122.0
771,239.0,39.0,122.0
772,239.0,38.0,123.0
773,239.0,38.0,123.0
774,239.0,37.0,124.0
775,239.0,36.0,125.0
776,239.0,36.0,125.0
777,239.0,36.0,125.0
778,239.0,36.0,125.0
779,239.0,36.0,125.0
780,239.0,36.0,125.0
781,239.0,36.0,125.0
782,239.0,35.0,126.0
783,239.0,35.0,126.0
784,239.0,35.0,126.0
785,239.0,35.0,126.0
786,240.0,34.0,126.0
787,240.0,34.0,126.0
788,240.0,34.0,126.0
789,239.0,35.0,126.0
790,239.0,35.0,126.0
791,239.0,35.0,126.0
792,239.0,35.0,126.0
793,239.0,35.0,126.0
794,239.0,35.0,126.0
795,239.0,35.0,126.0
796,239.0,35.0,126.0
797,239.0,35.0,126.0
798,239.0,35.0,126.0
799,239.0,34.0,127.0
800,239.0,34.0,127.0
801,239.0,34.0,127.0
802,239.0,34.0,127.0
803,239.0,34.0,127.0
804,239.0,34.0,127.0
805,239.0,34.0,127.0
806,239.0,34.0,127.0
807,239.0,34.0,127.0
808,239.0,34.0,127.0
809,240.0,33.0,127.0
810,240.0,33.0,127.0
811,240.0,33.0,127.0
812,240.0,33.0,127.0
813,240.0,33.0,127.0
814,240.0,33.0,127.0
815,240.0,33.0,127.0
816,240.0,33.0,127.0
817,240.0,33.0,127.0
818,240.0,33.0,127.0
819,239.0,34.0,127.0
820,238.0,35.0,127.0
821,238.0,35.0,127.0
822,238.0,35.0,127.0
823,238.0,34.0,128.0
824,238.0,34.0,128.0
825,238.0,34.0,128.0
826,238.0,34.0,128.0
827,238.0,34.0,128.0
828,238.0,34.0,128.0
829,238.0,34.0,128.0
830,239.0,33.0,128.0
831,239.0,33.0,128.0
832,239.0,33.0,128.0
833,239.0,33.0,128.0
834,239.0,33.0,128.0
835,239.0,33.0,128.0
836,239.0,33.0,128.0
837,239.0,33.0,128.0
838,239.0,33.0,128.0
839,239.0,33.0,128.0
840,239.0,33.0,128.0
841,239.0,33.0,128.0
842,238.0,34.0,128.0
843,238.0,34.0,128.0
844,238.0,34.0,128.0
845,238.0,34.0,128.0
846,238.0,34.0,128.0
847,238.0,34.0,128.0
848,238.0,34.0,128.0
849,238.0,34.0,128.0
850,238.0,34.0,128.0
851,238.0,34.0,128.0
852,238.0,33.0,129.0
853,238.0,33.0,129.0
854,238.0,33.0,129.0
855,238.0,33.0,129.0
856,238.0,33.0,129.0
857,238.0,33.0,129.0
858,238.0,33.0,129.0
859,238.0,33.0,129.0
860,238.0,33.0,129.0
861,238.0,33.0,129.0
862,238.0,33.0,129.0
863,238.0,33.0,129.0
864,238.0,33.0,129.0
865,238.0,33.0,129.0
866,238.0,33.0,129.0
867,238.0,33.0,129.0
868,238.0,33.0,129.0
869,238.0,32.0,130.0
870,238.0,32.0,130.0
871,238.0,32.0,130.0
872,238.0,32.0,130.0
873,238.0,32.0,130.0
874,238.0,32.0,130.0
875,238.0,32.0,130.0
876,238.0,32.0,130.0
877,238.0,32.0,130.0
878,238.0,32.0,130.0
879,238.0,32.0,130.0
880,238.0,32.0,130.0
881,238.0,32.0,130.0
882,239.0,31.0,130.0
883,239.0,31.0,130.0
884,239.0,31.0,130.0
885,239.0,31.0,130.0
886,239.0,31.0,130.0
887,239.0,31.0,130.0
888,239.0,31.0,130.0
889,239.0,31.0,130.0
890,239.0,31.0,130.0
891,239.0,31.0,130.0
892,239.0,31.0,130.0
893,239.0,31.0,130.0
894,239.0,31.0,130.0
895,239.0,31.0,130.0
896,238.0,32.0,130.0
897,238.0,32.0,130.0
898,238.0,32.0,130.0
899,238.0,32.0,130.0
900,238.0,32.0,130.0
901,238.0,32.0,130.0
902,238.0,32.0,130.0
903,238.0,32.0,130.0
904,238.0,32.0,130.0
905,238.0,32.0,130.0
906,238.0,32.0,130.0
907,237.0,33.0,130.0
908,237.0,33.0,130.0
909,237.0,33.0,130.0
910,237.0,33.0,130.0
911,237.0,33.0,130.0
912,237.0,33.0,130.0
913,237.0,33.0,130.0
914,237.0,33.0,130.0
915,237.0,33.0,130.0
916,237.0,33.0,130.0
917,237.0,33.0,130.0
918,237.0,33.0,130.0
919,237.0,33.0,130.0
920,237.0,33.0,130.0
921,237.0,33.0,130.0
922,237.0,33.0,130.0
923,237.0,33.0,130.0
924,237.0,33.0,130.0
925,238.0,32.0,130.0
926,238.0,32.0,130.0
927,238.0,32.0,130.0
928,238.0,32.0,130.0
929,238.0,32.0,130.0
930,238.0,32.0,130.0
931,238.0,32.0,130.0
932,238.0,32.0,130.0
933,238.0,32.0,130.0
934,238.0,32.0,130.0
935,238.0,32.0,130.0
936,238.0,32.0,130.0
937,238.0,32.0,130.0
938,239.0,31.0,130.0
939,239.0,30.0,131.0
940,239.0,30.0,131.0
941,239.0,30.0,131.0
942,239.0,30.0,131.0
943,239.0,30.0,131.0
944,239.0,30.0,131.0
945,239.0,30.0,131.0
946,239.0,30.0,131.0
947,239.0,30.0,131.0
948,239.0,30.0,131.0
949,239.0,30.0,131.0
950,239.0,30.0,131.0
951,239.0,30.0,131.0
952,239.0,30.0,131.0
953,239.0,30.0,131.0
954,239.0,29.0,132.0
955,239.0,29.0,132.0
956,239.0,29.0,132.0
957,239.0,29.0,132.0
958,240.0,28.0,132.0
959,240.0,28.0,132.0
960,240.0,28.0,132.0
961,240.0,28.0,132.0
962,240.0,28.0,132.0
963,240.0,28.0,132.0
964,240.0,28.0,132.0
965,240.0,28.0,132.0
966,240.0,28.0,132.0
967,240.0,28.0,132.0
968,240.0,28.0,132.0
969,239.0,29.0,132.0
970,239.0,29.0,132.0
971,239.0,29.0,132.0
972,239.0,29.0,132.0
973,239.0,29.0,132.0
974,239.0,29.0,132.0
975,239.0,29.0,132.0
976,239.0,29.0,132.0
977,239.0,29.0,132.0
978,239.0,29.0,132.0
979,239.0,29.0,132.0
980,239.0,29.0,132.0
981,239.0,29.0,132.0
982,239.0,29.0,132.0
983,239.0,29.0,132.0
984,239.0,29.0,132.0
985,239.0,29.0,132.0
986,239.0,29.0,132.0
987,239.0,29.0,132.0
988,239.0,29.0,132.0
989,239.0,29.0,132.0
990,239.0,29.0,132.0
991,239.0,29.0,132.0
992,239.0,29.0,132.0
993,239.0,29.0,132.0
994,239.0,29.0,132.0
995,239.0,29.0,132.0
996,239.0,29.0,132.0
997,239.0,28.0,133.0
998,239.0,28.0,133.0
