,S,I,R
3113,268.0,2.0,130.0
3114,268.0,2.0,130.0
3115,268.0,2.0,130.0
3116,268.0,2.0,130.0
3117,268.0,2.0,130.0
3118,268.0,2.0,130.0
3119,268.0,2.0,130.0
3120,268.0,2.0,130.0
3121,268.0,2.0,130.0
3122,268.0,2.0,130.0
3123,269.0,2.0,129.0
3124,269.0,2.0,129.0
3125,269.0,2.0,129.0
3126,269.0,2.0,129.0
3127,269.0,2.0,129.0
3128,269.0,2.0,129.0
3129,269.0,2.0,129.0
3130,269.0,2.0,129.0
3131,269.0,2.0,129.0
3132,269.0,2.0,129.0
3133,269.0,2.0,129.0
3134,269.0,2.0,129.0
3135,269.0,2.0,129.0
3136,269.0,2.0,129.0
3137,270.0,2.0,128.0
3138,270.0,2.0,128.0
3139,270.0,2.0,128.0
3140,270.0,2.0,128.0
3141,270.0,2.0,128.0
3142,270.0,2.0,128.0
3143,270.0,2.0,128.0
3144,270.0,2.0,128.0
3145,270.0,2.0,128.0
3146,270.0,2.0,128.0
3147,270.0,2.0,128.0
3148,270.0,2.0,128.0
3149,270.0,2.0,128.0
3150,270.0,2.0,128.0
3151,270.0,2.0,128.0
3152,270.0,2.0,128.0
3153,270.0,2.0,128.0
3154,270.0,2.0,128.0
3155,270.0,2.0,128.0
3156,270.0,2.0,128.0
3157,270.0,2.0,128.0
3158,270.0,2.0,128.0
3159,270.0,2.0,128.0
3160,270.0,2.0,128.0
3161,270.0,2.0,128.0
3162,270.0,2.0,128.0
3163,270.0,2.0,128.0
3164,270.0,2.0,128.0
3165,270.0,2.0,128.0
3166,270.0,2.0,128.0
3167,270.0,2.0,128.0
3168,270.0,2.0,128.0
3169,270.0,2.0,128.0
3170,270.0,2.0,128.0
3171,270.0,2.0,128.0
3172,270.0,2.0,128.0
3173,270.0,2.0,128.0
3174,270.0,2.0,128.0
3175,270.0,2.0,128.0
3176,270.0,2.0,128.0
3177,270.0,2.0,128.0
3178,270.0,2.0,128.0
3179,269.0,3.0,128.0
3180,269.0,3.0,128.0
3181,269.0,3.0,128.0
3182,269.0,3.0,128.0
3183,269.0,3.0,128.0
3184,269.0,3.0,128.0
3185,269.0,3.0,128.0
3186,269.0,3.0,128.0
3187,269.0,3.0,128.0
3188,269.0,3.0,128.0
3189,269.0,3.0,128.0
3190,269.0,3.0,128.0
3191,269.0,3.0,128.0
3192,269.0,3.0,128.0
3193,269.0,3.0,128.0
3194,269.0,3.0,128.0
3195,269.0,3.0,128.0
3196,269.0,3.0,128.0
3197,269.0,3.0,128.0
3198,269.0,3.0,128.0
3199,269.0,3.0,128.0
3200,269.0,3.0,128.0
3201,269.0,3.0,128.0
3202,269.0,3.0,128.0
3203,269.0,3.0,128.0
3204,269.0,3.0,128.0
3205,269.0,3.0,128.0
3206,269.0,3.0,128.0
3207,269.0,3.0,128.0
3208,269.0,3.0,128.0
3209,269.0,3.0,128.0
3210,269.0,3.0,128.0
3211,269.0,3.0,128.0
3212,269.0,3.0,128.0
3213,269.0,3.0,128.0
3214,269.0,3.0,128.0
3215,269.0,3.0,128.0
3216,269.0,3.0,128.0
3217,269.0,3.0,128.0
3218,269.0,3.0,128.0
3219,269.0,3.0,128.0
3220,269.0,3.0,128.0
3221,269.0,3.0,128.0
3222,269.0,3.0,128.0
3223,269.0,3.0,128.0
3224,269.0,3.0,128.0
3225,269.0,3.0,128.0
3226,269.0,3.0,128.0
3227,269.0,3.0,128.0
3228,269.0,3.0,128.0
3229,269.0,3.0,128.0
3230,269.0,3.0,128.0
3231,269.0,3.0,128.0
3232,269.0,3.0,128.0
3233,269.0,3.0,128.0
3234,269.0,3.0,128.0
3235,269.0,3.0,128.0
3236,269.0,3.0,128.0
3237,270.0,3.0,127.0
3238,270.0,3.0,127.0
3239,270.0,3.0,127.0
3240,270.0,3.0,127.0
3241,270.0,3.0,127.0
3242,271.0,3.0,126.0
3243,271.0,3.0,126.0
3244,271.0,3.0,126.0
3245,271.0,3.0,126.0
3246,271.0,3.0,126.0
3247,271.0,3.0,126.0
3248,271.0,3.0,126.0
3249,271.0,3.0,126.0
3250,271.0,3.0,126.0
3251,271.0,3.0,126.0
3252,271.0,3.0,126.0
3253,271.0,3.0,126.0
3254,271.0,3.0,126.0
3255,271.0,3.0,126.0
3256,271.0,3.0,126.0
3257,272.0,3.0,125.0
3258,272.0,3.0,125.0
3259,272.0,3.0,125.0
3260,272.0,3.0,125.0
3261,272.0,3.0,125.0
3262,272.0,3.0,125.0
3263,272.0,3.0,125.0
3264,272.0,3.0,125.0
3265,273.0,3.0,124.0
3266,273.0,3.0,124.0
3267,273.0,3.0,124.0
3268,273.0,3.0,124.0
3269,273.0,3.0,124.0
3270,273.0,3.0,124.0
3271,273.0,3.0,124.0
3272,273.0,3.0,124.0
3273,273.0,3.0,124.0
3274,273.0,3.0,124.0
3275,273.0,3.0,124.0
3276,273.0,3.0,124.0
3277,273.0,3.0,124.0
3278,272.0,4.0,124.0
3279,272.0,4.0,124.0
3280,272.0,4.0,124.0
3281,272.0,4.0,124.0
3282,272.0,4.0,124.0
3283,272.0,4.0,124.0
3284,272.0,4.0,124.0
3285,272.0,4.0,124.0
3286,272.0,4.0,124.0
3287,272.0,4.0,124.0
3288,272.0,4.0,124.0
3289,272.0,4.0,124.0
3290,272.0,4.0,124.0
3291,272.0,4.0,124.0
3292,272.0,4.0,124.0
3293,273.0,4.0,123.0
3294,273.0,4.0,123.0
3295,273.0,4.0,123.0
3296,273.0,4.0,123.0
3297,273.0,4.0,123.0
3298,273.0,4.0,123.0
3299,273.0,4.0,123.0
3300,273.0,4.0,123.0
3301,273.0,4.0,123.0
3302,273.0,4.0,123.0
3303,273.0,4.0,123.0
3304,273.0,4.0,123.0
3305,273.0,4.0,123.0
3306,273.0,4.0,123.0
3307,273.0,4.0,123.0
3308,273.0,4.0,123.0
3309,273.0,4.0,123.0
3310,273.0,4.0,123.0
3311,273.0,4.0,123.0
3312,273.0,4.0,123.0
3313,273.0,4.0,123.0
3314,273.0,4.0,123.0
3315,273.0,4.0,123.0
3316,273.0,4.0,123.0
3317,273.0,4.0,123.0
3318,273.0,4.0,123.0
3319,273.0,4.0,123.0
3320,273.0,4.0,123.0
3321,273.0,4.0,123.0
3322,273.0,4.0,123.0
3323,273.0,4.0,123.0
3324,273.0,4.0,123.0
3325,273.0,4.0,123.0
3326,273.0,4.0,123.0
3327,273.0,4.0,123.0
3328,273.0,4.0,123.0
3329,273.0,4.0,123.0
3330,273.0,4.0,123.0
3331,274.0,3.0,123.0
3332,274.0,3.0,123.0
3333,274.0,3.0,123.0
3334,274.0,3.0,123.0
3335,274.0,3.0,123.0
3336,274.0,3.0,123.0
3337,274.0,3.0,123.0
3338,274.0,3.0,123.0
3339,274.0,3.0,123.0
3340,274.0,3.0,123.0
3341,275.0,3.0,122.0
3342,275.0,3.0,122.0
3343,275.0,3.0,122.0
3344,275.0,3.0,122.0
3345,275.0,3.0,122.0
3346,275.0,3.0,122.0
3347,275.0,3.0,122.0
3348,275.0,3.0,122.0
3349,275.0,3.0,122.0
3350,275.0,3.0,122.0
3351,275.0,3.0,122.0
3352,275.0,3.0,122.0
3353,275.0,3.0,122.0
3354,275.0,3.0,122.0
3355,275.0,3.0,122.0
3356,275.0,3.0,122.0
3357,275.0,3.0,122.0
3358,275.0,3.0,122.0
3359,275.0,3.0,122.0
3360,275.0,3.0,122.0
3361,275.0,3.0,122.0
3362,276.0,3.0,121.0
3363,276.0,3.0,121.0
3364,276.0,3.0,121.0
3365,276.0,3.0,121.0
3366,276.0,3.0,121.0
3367,276.0,3.0,121.0
3368,276.0,3.0,121.0
3369,276.0,3.0,121.0
3370,275.0,4.0,121.0
3371,275.0,4.0,121.0
3372,275.0,4.0,121.0
3373,275.0,4.0,121.0
3374,275.0,4.0,121.0
3375,275.0,4.0,121.0
3376,275.0,4.0,121.0
3377,275.0,4.0,121.0
3378,275.0,4.0,121.0
3379,275.0,4.0,121.0
3380,275.0,4.0,121.0
3381,275.0,4.0,121.0
3382,275.0,4.0,121.0
3383,275.0,4.0,121.0
3384,275.0,4.0,121.0
3385,275.0,4.0,121.0
3386,275.0,4.0,121.0
3387,275.0,4.0,121.0
3388,275.0,4.0,121.0
3389,275.0,4.0,121.0
3390,275.0,4.0,121.0
3391,275.0,4.0,121.0
3392,275.0,4.0,121.0
3393,275.0,4.0,121.0
3394,275.0,4.0,121.0
3395,275.0,4.0,121.0
3396,275.0,4.0,121.0
3397,275.0,4.0,121.0
3398,275.0,4.0,121.0
3399,275.0,4.0,121.0
3400,275.0,4.0,121.0
3401,275.0,4.0,121.0
3402,275.0,4.0,121.0
3403,275.0,4.0,121.0
3404,275.0,4.0,121.0
3405,275.0,4.0,121.0
3406,275.0,4.0,121.0
3407,275.0,4.0,121.0
3408,275.0,4.0,121.0
3409,275.0,4.0,121.0
3410,276.0,4.0,120.0
3411,276.0,4.0,120.0
3412,276.0,4.0,120.0
3413,276.0,4.0,120.0
3414,276.0,4.0,120.0
3415,276.0,4.0,120.0
3416,276.0,4.0,120.0
3417,276.0,4.0,120.0
3418,276.0,4.0,120.0
3419,276.0,4.0,120.0
3420,276.0,4.0,120.0
3421,276.0,4.0,120.0
3422,276.0,4.0,120.0
3423,276.0,4.0,120.0
3424,276.0,4.0,120.0
3425,276.0,4.0,120.0
3426,276.0,4.0,120.0
3427,276.0,4.0,120.0
3428,276.0,4.0,120.0
3429,275.0,5.0,120.0
3430,275.0,5.0,120.0
3431,275.0,5.0,120.0
3432,275.0,5.0,120.0
3433,274.0,6.0,120.0
3434,274.0,6.0,120.0
3435,274.0,6.0,120.0
3436,274.0,6.0,120.0
3437,274.0,6.0,120.0
3438,274.0,6.0,120.0
3439,274.0,6.0,120.0
3440,274.0,6.0,120.0
3441,274.0,6.0,120.0
3442,274.0,6.0,120.0
3443,274.0,6.0,120.0
3444,274.0,6.0,120.0
3445,274.0,6.0,120.0
3446,274.0,6.0,120.0
3447,274.0,6.0,120.0
3448,274.0,6.0,120.0
3449,274.0,6.0,120.0
3450,274.0,6.0,120.0
3451,274.0,6.0,120.0
3452,274.0,6.0,120.0
3453,275.0,6.0,119.0
3454,275.0,6.0,119.0
3455,275.0,6.0,119.0
3456,275.0,6.0,119.0
3457,275.0,6.0,119.0
3458,275.0,6.0,119.0
3459,275.0,6.0,119.0
3460,275.0,6.0,119.0
3461,275.0,6.0,119.0
3462,275.0,6.0,119.0
3463,275.0,6.0,119.0
3464,275.0,6.0,119.0
3465,275.0,6.0,119.0
3466,275.0,6.0,119.0
3467,275.0,6.0,119.0
3468,275.0,6.0,119.0
3469,275.0,6.0,119.0
3470,276.0,6.0,118.0
3471,276.0,6.0,118.0
3472,276.0,6.0,118.0
3473,276.0,6.0,118.0
3474,276.0,6.0,118.0
3475,276.0,6.0,118.0
3476,276.0,6.0,118.0
3477,276.0,6.0,118.0
3478,276.0,6.0,118.0
3479,276.0,6.0,118.0
3480,277.0,6.0,117.0
3481,278.0,6.0,116.0
3482,278.0,6.0,116.0
3483,278.0,6.0,116.0
3484,278.0,6.0,116.0
3485,278.0,6.0,116.0
3486,278.0,6.0,116.0
3487,278.0,6.0,116.0
3488,278.0,6.0,116.0
3489,278.0,6.0,116.0
3490,278.0,6.0,116.0
3491,278.0,6.0,116.0
3492,277.0,7.0,116.0
3493,277.0,7.0,116.0
3494,278.0,6.0,116.0
3495,278.0,6.0,116.0
3496,278.0,6.0,116.0
3497,278.0,6.0,116.0
3498,278.0,6.0,116.0
3499,278.0,6.0,116.0
3500,278.0,6.0,116.0
3501,278.0,6.0,116.0
3502,278.0,6.0,116.0
3503,278.0,6.0,116.0
3504,278.0,6.0,116.0
3505,278.0,6.0,116.0
3506,278.0,6.0,116.0
3507,278.0,6.0,116.0
3508,278.0,6.0,116.0
3509,278.0,6.0,116.0
3510,278.0,6.0,116.0
3511,278.0,6.0,116.0
3512,278.0,6.0,116.0
3513,278.0,6.0,116.0
3514,278.0,6.0,116.0
3515,278.0,6.0,116.0
3516,278.0,6.0,116.0
3517,278.0,6.0,116.0
3518,278.0,6.0,116.0
3519,278.0,6.0,116.0
3520,278.0,6.0,116.0
3521,278.0,6.0,116.0
3522,278.0,6.0,116.0
3523,278.0,6.0,116.0
3524,278.0,6.0,116.0
3525,278.0,6.0,116.0
3526,278.0,6.0,116.0
3527,278.0,6.0,116.0
3528,278.0,6.0,116.0
3529,278.0,6.0,116.0
3530,278.0,6.0,116.0
3531,278.0,6.0,116.0
3532,278.0,6.0,116.0
3533,278.0,6.0,116.0
3534,278.0,6.0,116.0
3535,278.0,6.0,116.0
3536,278.0,6.0,116.0
3537,278.0,6.0,116.0
3538,278.0,6.0,116.0
3539,279.0,6.0,115.0
3540,279.0,6.0,115.0
3541,280.0,6.0,114.0
3542,280.0,6.0,114.0
3543,280.0,6.0,114.0
3544,280.0,6.0,114.0
3545,280.0,6.0,114.0
3546,281.0,6.0,113.0
3547,281.0,6.0,113.0
3548,281.0,6.0,113.0
3549,281.0,6.0,113.0
3550,281.0,6.0,113.0
3551,281.0,6.0,113.0
3552,281.0,6.0,113.0
3553,281.0,6.0,113.0
3554,281.0,6.0,113.0
3555,281.0,6.0,113.0
3556,281.0,6.0,113.0
3557,281.0,6.0,113.0
3558,281.0,6.0,113.0
3559,281.0,6.0,113.0
3560,281.0,6.0,113.0
3561,281.0,6.0,113.0
3562,281.0,6.0,113.0
3563,281.0,6.0,113.0
3564,281.0,6.0,113.0
3565,280.0,7.0,113.0
3566,281.0,7.0,112.0
3567,281.0,7.0,112.0
3568,281.0,7.0,112.0
3569,281.0,7.0,112.0
3570,281.0,7.0,112.0
3571,281.0,7.0,112.0
3572,281.0,7.0,112.0
3573,281.0,7.0,112.0
3574,281.0,7.0,112.0
3575,281.0,7.0,112.0
3576,281.0,7.0,112.0
3577,281.0,7.0,112.0
3578,281.0,7.0,112.0
3579,281.0,7.0,112.0
3580,281.0,7.0,112.0
3581,281.0,7.0,112.0
3582,281.0,7.0,112.0
3583,281.0,7.0,112.0
3584,281.0,7.0,112.0
3585,281.0,7.0,112.0
3586,281.0,7.0,112.0
3587,281.0,7.0,112.0
3588,281.0,7.0,112.0
3589,281.0,7.0,112.0
3590,281.0,7.0,112.0
3591,281.0,7.0,112.0
3592,281.0,7.0,112.0
3593,281.0,7.0,112.0
3594,281.0,7.0,112.0
3595,281.0,7.0,112.0
3596,281.0,7.0,112.0
3597,281.0,7.0,112.0
3598,281.0,7.0,112.0
3599,281.0,7.0,112.0
3600,281.0,7.0,112.0
3601,281.0,7.0,112.0
3602,281.0,7.0,112.0
3603,281.0,7.0,112.0
3604,281.0,7.0,112.0
3605,281.0,7.0,112.0
3606,281.0,7.0,112.0
3607,281.0,7.0,112.0
3608,281.0,7.0,112.0
3609,282.0,6.0,112.0
3610,282.0,6.0,112.0
3611,282.0,6.0,112.0
3612,282.0,6.0,112.0
3613,282.0,6.0,112.0
3614,282.0,6.0,112.0
3615,282.0,6.0,112.0
3616,282.0,6.0,112.0
3617,282.0,6.0,112.0
3618,282.0,6.0,112.0
3619,282.0,6.0,112.0
3620,282.0,6.0,112.0
3621,282.0,6.0,112.0
3622,282.0,6.0,112.0
3623,282.0,6.0,112.0
3624,282.0,6.0,112.0
3625,282.0,6.0,112.0
3626,282.0,6.0,112.0
3627,282.0,6.0,112.0
3628,282.0,6.0,112.0
3629,282.0,6.0,112.0
3630,282.0,6.0,112.0
3631,283.0,6.0,111.0
3632,283.0,6.0,111.0
3633,283.0,6.0,111.0
3634,283.0,6.0,111.0
3635,283.0,6.0,111.0
3636,283.0,6.0,111.0
3637,283.0,6.0,111.0
3638,283.0,6.0,111.0
3639,283.0,6.0,111.0
3640,284.0,6.0,110.0
3641,284.0,6.0,110.0
3642,284.0,6.0,110.0
3643,284.0,6.0,110.0
3644,284.0,6.0,110.0
3645,284.0,6.0,110.0
3646,284.0,6.0,110.0
3647,284.0,6.0,110.0
3648,285.0,6.0,109.0
3649,285.0,6.0,109.0
3650,285.0,6.0,109.0
3651,285.0,6.0,109.0
3652,285.0,6.0,109.0
3653,286.0,5.0,109.0
3654,286.0,5.0,109.0
3655,286.0,5.0,109.0
3656,286.0,5.0,109.0
3657,286.0,5.0,109.0
3658,286.0,5.0,109.0
3659,286.0,5.0,109.0
3660,286.0,5.0,109.0
3661,286.0,5.0,109.0
3662,286.0,5.0,109.0
3663,286.0,5.0,109.0
3664,286.0,5.0,109.0
3665,286.0,5.0,109.0
3666,286.0,5.0,109.0
3667,286.0,5.0,109.0
3668,286.0,5.0,109.0
3669,285.0,6.0,109.0
3670,285.0,6.0,109.0
3671,285.0,6.0,109.0
3672,285.0,6.0,109.0
3673,286.0,6.0,108.0
3674,286.0,6.0,108.0
3675,286.0,6.0,108.0
3676,286.0,6.0,108.0
3677,286.0,6.0,108.0
3678,286.0,6.0,108.0
3679,286.0,6.0,108.0
3680,286.0,6.0,108.0
3681,286.0,6.0,108.0
3682,286.0,6.0,108.0
3683,286.0,6.0,108.0
3684,286.0,6.0,108.0
3685,286.0,6.0,108.0
3686,286.0,6.0,108.0
3687,286.0,6.0,108.0
3688,286.0,6.0,108.0
3689,286.0,6.0,108.0
3690,286.0,6.0,108.0
3691,286.0,6.0,108.0
3692,286.0,6.0,108.0
3693,286.0,6.0,108.0
3694,286.0,6.0,108.0
3695,286.0,6.0,108.0
3696,286.0,6.0,108.0
3697,286.0,6.0,108.0
3698,286.0,6.0,108.0
3699,286.0,6.0,108.0
3700,286.0,6.0,108.0
3701,286.0,6.0,108.0
3702,286.0,6.0,108.0
3703,286.0,6.0,108.0
3704,286.0,6.0,108.0
3705,286.0,6.0,108.0
3706,286.0,6.0,108.0
3707,286.0,6.0,108.0
3708,286.0,6.0,108.0
3709,286.0,6.0,108.0
3710,286.0,6.0,108.0
3711,286.0,6.0,108.0
3712,286.0,6.0,108.0
3713,286.0,6.0,108.0
3714,286.0,6.0,108.0
3715,286.0,6.0,108.0
3716,286.0,6.0,108.0
3717,286.0,6.0,108.0
3718,287.0,6.0,107.0
3719,287.0,6.0,107.0
3720,287.0,6.0,107.0
3721,287.0,6.0,107.0
3722,287.0,6.0,107.0
3723,287.0,6.0,107.0
3724,287.0,6.0,107.0
3725,287.0,6.0,107.0
3726,287.0,6.0,107.0
3727,287.0,6.0,107.0
3728,287.0,6.0,107.0
3729,287.0,6.0,107.0
3730,287.0,6.0,107.0
3731,287.0,6.0,107.0
3732,287.0,6.0,107.0
3733,287.0,6.0,107.0
3734,287.0,6.0,107.0
3735,287.0,6.0,107.0
3736,287.0,6.0,107.0
3737,287.0,6.0,107.0
3738,287.0,6.0,107.0
3739,287.0,6.0,107.0
3740,287.0,6.0,107.0
3741,287.0,6.0,107.0
3742,287.0,6.0,107.0
3743,287.0,6.0,107.0
3744,287.0,6.0,107.0
3745,287.0,6.0,107.0
3746,287.0,6.0,107.0
3747,287.0,6.0,107.0
3748,287.0,6.0,107.0
3749,287.0,6.0,107.0
3750,287.0,6.0,107.0
3751,287.0,6.0,107.0
3752,287.0,6.0,107.0
3753,287.0,6.0,107.0
3754,287.0,6.0,107.0
3755,287.0,6.0,107.0
3756,287.0,6.0,107.0
3757,287.0,6.0,107.0
3758,287.0,6.0,107.0
3759,287.0,6.0,107.0
3760,287.0,6.0,107.0
3761,287.0,6.0,107.0
3762,287.0,6.0,107.0
3763,287.0,6.0,107.0
3764,288.0,6.0,106.0
3765,288.0,6.0,106.0
3766,288.0,6.0,106.0
3767,288.0,6.0,106.0
3768,288.0,6.0,106.0
3769,288.0,6.0,106.0
3770,288.0,6.0,106.0
3771,288.0,6.0,106.0
3772,288.0,6.0,106.0
3773,288.0,6.0,106.0
3774,289.0,5.0,106.0
3775,289.0,5.0,106.0
3776,289.0,5.0,106.0
3777,289.0,5.0,106.0
3778,289.0,5.0,106.0
3779,289.0,5.0,106.0
3780,289.0,5.0,106.0
3781,289.0,5.0,106.0
3782,289.0,5.0,106.0
3783,289.0,5.0,106.0
3784,289.0,5.0,106.0
3785,289.0,5.0,106.0
3786,289.0,5.0,106.0
3787,289.0,5.0,106.0
3788,289.0,5.0,106.0
3789,289.0,5.0,106.0
3790,289.0,5.0,106.0
3791,289.0,5.0,106.0
3792,289.0,5.0,106.0
3793,289.0,5.0,106.0
3794,289.0,5.0,106.0
3795,289.0,5.0,106.0
3796,289.0,5.0,106.0
3797,289.0,5.0,106.0
3798,289.0,5.0,106.0
3799,289.0,5.0,106.0
3800,289.0,5.0,106.0
3801,289.0,5.0,106.0
3802,289.0,5.0,106.0
3803,289.0,5.0,106.0
3804,289.0,5.0,106.0
3805,289.0,5.0,106.0
3806,289.0,5.0,106.0
3807,289.0,5.0,106.0
3808,289.0,5.0,106.0
3809,289.0,5.0,106.0
3810,289.0,5.0,106.0
3811,289.0,5.0,106.0
3812,289.0,5.0,106.0
3813,289.0,5.0,106.0
3814,289.0,5.0,106.0
3815,289.0,5.0,106.0
3816,289.0,5.0,106.0
3817,289.0,5.0,106.0
3818,289.0,5.0,106.0
3819,289.0,5.0,106.0
3820,289.0,5.0,106.0
3821,289.0,5.0,106.0
3822,289.0,5.0,106.0
3823,289.0,5.0,106.0
3824,289.0,5.0,106.0
3825,289.0,5.0,106.0
3826,289.0,5.0,106.0
3827,290.0,4.0,106.0
3828,290.0,4.0,106.0
3829,290.0,4.0,106.0
3830,290.0,4.0,106.0
3831,290.0,4.0,106.0
3832,290.0,4.0,106.0
3833,290.0,4.0,106.0
3834,290.0,4.0,106.0
3835,290.0,4.0,106.0
3836,290.0,4.0,106.0
3837,290.0,4.0,106.0
3838,290.0,4.0,106.0
3839,290.0,4.0,106.0
3840,290.0,4.0,106.0
3841,290.0,4.0,106.0
3842,290.0,4.0,106.0
3843,290.0,4.0,106.0
3844,290.0,4.0,106.0
3845,290.0,4.0,106.0
3846,290.0,4.0,106.0
3847,290.0,4.0,106.0
3848,290.0,4.0,106.0
3849,290.0,4.0,106.0
3850,290.0,4.0,106.0
3851,290.0,4.0,106.0
3852,291.0,4.0,105.0
3853,291.0,4.0,105.0
3854,291.0,4.0,105.0
3855,291.0,4.0,105.0
3856,291.0,4.0,105.0
3857,291.0,4.0,105.0
3858,291.0,4.0,105.0
3859,291.0,4.0,105.0
3860,291.0,4.0,105.0
3861,291.0,4.0,105.0
3862,291.0,4.0,105.0
3863,291.0,4.0,105.0
3864,291.0,4.0,105.0
3865,291.0,4.0,105.0
3866,291.0,4.0,105.0
3867,291.0,4.0,105.0
3868,291.0,4.0,105.0
3869,291.0,4.0,105.0
3870,291.0,4.0,105.0
3871,291.0,4.0,105.0
3872,291.0,4.0,105.0
3873,291.0,4.0,105.0
3874,291.0,4.0,105.0
3875,291.0,4.0,105.0
3876,291.0,4.0,105.0
3877,291.0,4.0,105.0
3878,291.0,4.0,105.0
3879,291.0,4.0,105.0
3880,291.0,4.0,105.0
3881,291.0,4.0,105.0
3882,291.0,4.0,105.0
3883,291.0,4.0,105.0
3884,291.0,4.0,105.0
3885,291.0,4.0,105.0
3886,291.0,4.0,105.0
3887,292.0,4.0,104.0
3888,292.0,4.0,104.0
3889,292.0,4.0,104.0
3890,292.0,4.0,104.0
3891,292.0,4.0,104.0
3892,292.0,4.0,104.0
3893,292.0,4.0,104.0
3894,292.0,4.0,104.0
3895,293.0,4.0,103.0
3896,293.0,4.0,103.0
3897,293.0,4.0,103.0
3898,293.0,4.0,103.0
3899,293.0,4.0,103.0
3900,293.0,4.0,103.0
3901,293.0,4.0,103.0
3902,293.0,4.0,103.0
3903,293.0,4.0,103.0
3904,293.0,4.0,103.0
3905,293.0,4.0,103.0
3906,293.0,4.0,103.0
3907,293.0,4.0,103.0
3908,293.0,4.0,103.0
3909,293.0,4.0,103.0
3910,293.0,4.0,103.0
3911,293.0,4.0,103.0
3912,293.0,4.0,103.0
3913,293.0,4.0,103.0
3914,293.0,4.0,103.0
3915,293.0,4.0,103.0
3916,293.0,4.0,103.0
3917,293.0,4.0,103.0
3918,293.0,4.0,103.0
3919,293.0,4.0,103.0
3920,293.0,4.0,103.0
3921,293.0,4.0,103.0
3922,293.0,4.0,103.0
3923,293.0,4.0,103.0
3924,293.0,4.0,103.0
3925,293.0,4.0,103.0
3926,293.0,4.0,103.0
3927,293.0,4.0,103.0
3928,293.0,4.0,103.0
3929,293.0,4.0,103.0
3930,293.0,4.0,103.0
3931,293.0,4.0,103.0
3932,293.0,4.0,103.0
3933,293.0,4.0,103.0
3934,293.0,4.0,103.0
3935,293.0,4.0,103.0
3936,293.0,4.0,103.0
3937,293.0,4.0,103.0
3938,293.0,4.0,103.0
3939,293.0,4.0,103.0
3940,293.0,4.0,103.0
3941,293.0,4.0,103.0
3942,293.0,4.0,103.0
3943,293.0,4.0,103.0
3944,293.0,4.0,103.0
3945,293.0,4.0,103.0
3946,293.0,4.0,103.0
3947,293.0,4.0,103.0
3948,293.0,4.0,103.0
3949,293.0,4.0,103.0
3950,293.0,4.0,103.0
3951,293.0,4.0,103.0
3952,293.0,4.0,103.0
3953,293.0,4.0,103.0
3954,294.0,4.0,102.0
3955,294.0,4.0,102.0
3956,294.0,4.0,102.0
3957,294.0,4.0,102.0
3958,294.0,4.0,102.0
3959,294.0,4.0,102.0
3960,294.0,4.0,102.0
3961,295.0,4.0,101.0
3962,296.0,3.0,101.0
3963,296.0,3.0,101.0
3964,296.0,3.0,101.0
3965,296.0,3.0,101.0
3966,296.0,3.0,101.0
3967,296.0,3.0,101.0
3968,296.0,3.0,101.0
3969,296.0,3.0,101.0
3970,296.0,3.0,101.0
3971,296.0,3.0,101.0
3972,296.0,3.0,101.0
3973,296.0,3.0,101.0
3974,296.0,3.0,101.0
3975,296.0,3.0,101.0
3976,296.0,3.0,101.0
3977,296.0,3.0,101.0
3978,296.0,3.0,101.0
3979,296.0,3.0,101.0
3980,296.0,3.0,101.0
3981,296.0,3.0,101.0
3982,296.0,3.0,101.0
3983,296.0,3.0,101.0
3984,296.0,3.0,101.0
3985,296.0,3.0,101.0
3986,296.0,3.0,101.0
3987,296.0,3.0,101.0
3988,296.0,3.0,101.0
3989,296.0,3.0,101.0
3990,296.0,3.0,101.0
3991,296.0,3.0,101.0
3992,296.0,3.0,101.0
3993,296.0,3.0,101.0
3994,296.0,3.0,101.0
3995,296.0,3.0,101.0
3996,296.0,3.0,101.0
3997,296.0,3.0,101.0
3998,296.0,3.0,101.0
3999,297.0,3.0,100.0
4000,297.0,3.0,100.0
4001,297.0,3.0,100.0
4002,297.0,3.0,100.0
4003,297.0,3.0,100.0
4004,297.0,3.0,100.0
4005,297.0,3.0,100.0
4006,297.0,3.0,100.0
4007,297.0,3.0,100.0
4008,297.0,3.0,100.0
4009,297.0,3.0,100.0
4010,297.0,3.0,100.0
4011,297.0,3.0,100.0
4012,297.0,3.0,100.0
4013,297.0,3.0,100.0
4014,297.0,3.0,100.0
4015,297.0,3.0,100.0
4016,297.0,3.0,100.0
4017,297.0,3.0,100.0
4018,297.0,3.0,100.0
4019,297.0,3.0,100.0
4020,297.0,3.0,100.0
4021,297.0,3.0,100.0
4022,297.0,3.0,100.0
4023,297.0,3.0,100.0
4024,297.0,3.0,100.0
4025,297.0,3.0,100.0
4026,297.0,3.0,100.0
4027,297.0,3.0,100.0
4028,297.0,3.0,100.0
4029,297.0,3.0,100.0
4030,297.0,3.0,100.0
4031,297.0,3.0,100.0
4032,297.0,3.0,100.0
4033,297.0,3.0,100.0
4034,297.0,3.0,100.0
4035,297.0,3.0,100.0
4036,297.0,3.0,100.0
4037,298.0,3.0,99.0
4038,298.0,3.0,99.0
4039,298.0,3.0,99.0
4040,298.0,3.0,99.0
4041,298.0,3.0,99.0
4042,298.0,3.0,99.0
4043,298.0,3.0,99.0
4044,298.0,3.0,99.0
