,S,I,R
4428,98.0,100.0,202.0
4429,98.0,100.0,202.0
4430,97.0,101.0,202.0
4431,96.0,102.0,202.0
4432,96.0,102.0,202.0
4433,96.0,102.0,202.0
4434,95.0,103.0,202.0
4435,95.0,103.0,202.0
4436,95.0,103.0,202.0
4437,95.0,103.0,202.0
4438,95.0,103.0,202.0
4439,95.0,103.0,202.0
4440,94.0,104.0,202.0
4441,94.0,104.0,202.0
4442,94.0,104.0,202.0
4443,94.0,104.0,202.0
4444,94.0,104.0,202.0
4445,95.0,103.0,202.0
4446,94.0,104.0,202.0
4447,94.0,104.0,202.0
4448,94.0,104.0,202.0
4449,94.0,104.0,202.0
4450,94.0,103.0,203.0
4451,95.0,102.0,203.0
4452,96.0,101.0,203.0
4453,97.0,100.0,203.0
4454,97.0,100.0,203.0
4455,97.0,100.0,203.0
4456,97.0,100.0,203.0
4457,96.0,101.0,203.0
4458,96.0,101.0,203.0
4459,96.0,101.0,203.0
4460,96.0,101.0,203.0
4461,96.0,101.0,203.0
4462,96.0,101.0,203.0
4463,96.0,101.0,203.0
4464,96.0,101.0,203.0
4465,96.0,101.0,203.0
4466,96.0,101.0,203.0
4467,97.0,101.0,202.0
4468,97.0,101.0,202.0
4469,97.0,101.0,202.0
4470,96.0,102.0,202.0
4471,97.0,101.0,202.0
4472,97.0,101.0,202.0
4473,97.0,101.0,202.0
4474,98.0,100.0,202.0
4475,97.0,101.0,202.0
4476,97.0,101.0,202.0
4477,97.0,101.0,202.0
4478,97.0,101.0,202.0
4479,97.0,101.0,202.0
4480,97.0,101.0,202.0
4481,98.0,100.0,202.0
4482,99.0,99.0,202.0
4483,99.0,99.0,202.0
4484,98.0,100.0,202.0
4485,99.0,99.0,202.0
4486,99.0,99.0,202.0
4487,99.0,99.0,202.0
4488,99.0,99.0,202.0
4489,99.0,99.0,202.0
4490,99.0,99.0,202.0
4491,99.0,99.0,202.0
4492,99.0,99.0,202.0
4493,99.0,99.0,202.0
4494,99.0,99.0,202.0
4495,98.0,100.0,202.0
4496,98.0,100.0,202.0
4497,98.0,100.0,202.0
4498,98.0,100.0,202.0
4499,98.0,100.0,202.0
4500,99.0,99.0,202.0
4501,99.0,99.0,202.0
4502,99.0,99.0,202.0
4503,100.0,98.0,202.0
4504,100.0,98.0,202.0
4505,101.0,97.0,202.0
4506,102.0,96.0,202.0
4507,102.0,96.0,202.0
4508,102.0,96.0,202.0
4509,103.0,95.0,202.0
4510,103.0,95.0,202.0
4511,103.0,95.0,202.0
4512,103.0,95.0,202.0
4513,103.0,95.0,202.0
4514,103.0,95.0,202.0
4515,103.0,95.0,202.0
4516,104.0,94.0,202.0
4517,105.0,94.0,201.0
4518,106.0,93.0,201.0
4519,106.0,93.0,201.0
4520,106.0,93.0,201.0
4521,105.0,94.0,201.0
4522,105.0,94.0,201.0
4523,104.0,95.0,201.0
4524,104.0,95.0,201.0
4525,104.0,95.0,201.0
4526,103.0,96.0,201.0
4527,103.0,96.0,201.0
4528,103.0,96.0,201.0
4529,104.0,95.0,201.0
4530,104.0,95.0,201.0
4531,104.0,95.0,201.0
4532,105.0,94.0,201.0
4533,106.0,93.0,201.0
4534,106.0,93.0,201.0
4535,106.0,93.0,201.0
4536,106.0,93.0,201.0
4537,106.0,93.0,201.0
4538,105.0,94.0,201.0
4539,105.0,94.0,201.0
4540,105.0,94.0,201.0
4541,106.0,93.0,201.0
4542,106.0,93.0,201.0
4543,107.0,92.0,201.0
4544,108.0,92.0,200.0
4545,108.0,92.0,200.0
4546,109.0,91.0,200.0
4547,108.0,92.0,200.0
4548,108.0,92.0,200.0
4549,108.0,92.0,200.0
4550,109.0,91.0,200.0
4551,109.0,91.0,200.0
4552,108.0,92.0,200.0
4553,109.0,91.0,200.0
4554,109.0,91.0,200.0
4555,109.0,91.0,200.0
4556,109.0,91.0,200.0
4557,109.0,91.0,200.0
4558,108.0,92.0,200.0
4559,108.0,92.0,200.0
4560,108.0,92.0,200.0
4561,109.0,91.0,200.0
4562,109.0,91.0,200.0
4563,109.0,91.0,200.0
4564,109.0,91.0,200.0
4565,110.0,90.0,200.0
4566,110.0,90.0,200.0
4567,109.0,91.0,200.0
4568,109.0,91.0,200.0
4569,109.0,91.0,200.0
4570,110.0,90.0,200.0
4571,111.0,89.0,200.0
4572,112.0,88.0,200.0
4573,111.0,89.0,200.0
4574,111.0,89.0,200.0
4575,110.0,90.0,200.0
4576,110.0,90.0,200.0
4577,110.0,90.0,200.0
4578,110.0,90.0,200.0
4579,111.0,89.0,200.0
4580,111.0,89.0,200.0
4581,111.0,89.0,200.0
4582,110.0,90.0,200.0
4583,110.0,90.0,200.0
4584,111.0,89.0,200.0
4585,112.0,88.0,200.0
4586,112.0,88.0,200.0
4587,112.0,89.0,199.0
4588,111.0,90.0,199.0
4589,111.0,90.0,199.0
4590,111.0,90.0,199.0
4591,112.0,89.0,199.0
4592,112.0,89.0,199.0
4593,113.0,88.0,199.0
4594,114.0,87.0,199.0
4595,115.0,86.0,199.0
4596,115.0,86.0,199.0
4597,115.0,86.0,199.0
4598,115.0,86.0,199.0
4599,114.0,87.0,199.0
4600,113.0,88.0,199.0
4601,113.0,88.0,199.0
4602,113.0,88.0,199.0
4603,113.0,88.0,199.0
4604,112.0,89.0,199.0
4605,112.0,89.0,199.0
4606,112.0,89.0,199.0
4607,112.0,89.0,199.0
4608,112.0,89.0,199.0
4609,113.0,88.0,199.0
4610,113.0,88.0,199.0
4611,112.0,89.0,199.0
4612,113.0,89.0,198.0
4613,114.0,88.0,198.0
4614,114.0,88.0,198.0
4615,113.0,89.0,198.0
4616,113.0,89.0,198.0
4617,112.0,90.0,198.0
4618,112.0,90.0,198.0
4619,112.0,90.0,198.0
4620,112.0,90.0,198.0
4621,111.0,91.0,198.0
4622,111.0,91.0,198.0
4623,111.0,91.0,198.0
4624,111.0,91.0,198.0
4625,111.0,91.0,198.0
4626,111.0,91.0,198.0
4627,110.0,92.0,198.0
4628,110.0,92.0,198.0
4629,110.0,93.0,197.0
4630,109.0,94.0,197.0
4631,109.0,94.0,197.0
4632,109.0,94.0,197.0
4633,109.0,94.0,197.0
4634,109.0,94.0,197.0
4635,108.0,95.0,197.0
4636,108.0,95.0,197.0
4637,108.0,95.0,197.0
4638,108.0,95.0,197.0
4639,109.0,94.0,197.0
4640,109.0,94.0,197.0
4641,110.0,94.0,196.0
4642,110.0,94.0,196.0
4643,110.0,94.0,196.0
4644,110.0,94.0,196.0
4645,110.0,94.0,196.0
4646,109.0,95.0,196.0
4647,108.0,96.0,196.0
4648,109.0,95.0,196.0
4649,109.0,95.0,196.0
4650,109.0,95.0,196.0
4651,109.0,95.0,196.0
4652,109.0,95.0,196.0
4653,109.0,95.0,196.0
4654,109.0,95.0,196.0
4655,108.0,96.0,196.0
4656,108.0,96.0,196.0
4657,109.0,95.0,196.0
4658,110.0,94.0,196.0
4659,111.0,93.0,196.0
4660,110.0,94.0,196.0
4661,110.0,94.0,196.0
4662,110.0,94.0,196.0
4663,110.0,94.0,196.0
4664,111.0,93.0,196.0
4665,110.0,94.0,196.0
4666,110.0,94.0,196.0
4667,110.0,94.0,196.0
4668,110.0,94.0,196.0
4669,109.0,95.0,196.0
4670,108.0,96.0,196.0
4671,108.0,96.0,196.0
4672,108.0,96.0,196.0
4673,108.0,96.0,196.0
4674,108.0,96.0,196.0
4675,109.0,95.0,196.0
4676,110.0,94.0,196.0
4677,110.0,94.0,196.0
4678,110.0,94.0,196.0
4679,109.0,95.0,196.0
4680,110.0,94.0,196.0
4681,110.0,94.0,196.0
4682,111.0,93.0,196.0
4683,112.0,92.0,196.0
4684,112.0,92.0,196.0
4685,112.0,92.0,196.0
4686,111.0,93.0,196.0
4687,111.0,93.0,196.0
4688,111.0,93.0,196.0
4689,111.0,93.0,196.0
4690,111.0,93.0,196.0
4691,112.0,92.0,196.0
4692,112.0,92.0,196.0
4693,112.0,92.0,196.0
4694,112.0,92.0,196.0
4695,112.0,92.0,196.0
4696,112.0,92.0,196.0
4697,113.0,91.0,196.0
4698,113.0,91.0,196.0
4699,113.0,91.0,196.0
4700,114.0,90.0,196.0
4701,114.0,90.0,196.0
4702,115.0,89.0,196.0
4703,115.0,89.0,196.0
4704,116.0,88.0,196.0
4705,116.0,88.0,196.0
4706,116.0,88.0,196.0
4707,117.0,87.0,196.0
4708,117.0,87.0,196.0
4709,117.0,87.0,196.0
4710,116.0,88.0,196.0
4711,116.0,88.0,196.0
4712,115.0,89.0,196.0
4713,115.0,89.0,196.0
4714,115.0,89.0,196.0
4715,115.0,89.0,196.0
4716,115.0,89.0,196.0
4717,115.0,89.0,196.0
4718,115.0,89.0,196.0
4719,115.0,89.0,196.0
4720,115.0,89.0,196.0
4721,114.0,90.0,196.0
4722,113.0,91.0,196.0
4723,114.0,90.0,196.0
4724,114.0,90.0,196.0
4725,113.0,91.0,196.0
4726,112.0,92.0,196.0
4727,113.0,91.0,196.0
4728,113.0,91.0,196.0
4729,113.0,91.0,196.0
4730,114.0,90.0,196.0
4731,114.0,90.0,196.0
4732,114.0,90.0,196.0
4733,114.0,90.0,196.0
4734,113.0,91.0,196.0
4735,113.0,91.0,196.0
4736,112.0,92.0,196.0
4737,112.0,92.0,196.0
4738,113.0,91.0,196.0
4739,112.0,92.0,196.0
4740,112.0,92.0,196.0
4741,111.0,93.0,196.0
4742,111.0,93.0,196.0
4743,110.0,94.0,196.0
4744,109.0,95.0,196.0
4745,109.0,95.0,196.0
4746,109.0,95.0,196.0
4747,109.0,95.0,196.0
4748,109.0,95.0,196.0
4749,110.0,94.0,196.0
4750,109.0,95.0,196.0
4751,109.0,95.0,196.0
4752,110.0,94.0,196.0
4753,110.0,94.0,196.0
4754,111.0,93.0,196.0
4755,112.0,92.0,196.0
4756,113.0,91.0,196.0
4757,113.0,91.0,196.0
4758,113.0,91.0,196.0
4759,114.0,90.0,196.0
4760,114.0,90.0,196.0
4761,114.0,90.0,196.0
4762,114.0,90.0,196.0
4763,114.0,90.0,196.0
4764,113.0,91.0,196.0
4765,113.0,91.0,196.0
4766,112.0,92.0,196.0
4767,112.0,92.0,196.0
4768,113.0,91.0,196.0
4769,113.0,91.0,196.0
4770,113.0,91.0,196.0
4771,112.0,92.0,196.0
4772,113.0,91.0,196.0
4773,113.0,91.0,196.0
4774,113.0,91.0,196.0
4775,114.0,90.0,196.0
4776,114.0,90.0,196.0
4777,114.0,90.0,196.0
4778,115.0,89.0,196.0
4779,114.0,90.0,196.0
4780,113.0,91.0,196.0
4781,112.0,92.0,196.0
4782,112.0,92.0,196.0
4783,112.0,92.0,196.0
4784,112.0,93.0,195.0
4785,112.0,93.0,195.0
4786,111.0,94.0,195.0
4787,112.0,93.0,195.0
4788,112.0,93.0,195.0
4789,113.0,92.0,195.0
4790,113.0,92.0,195.0
4791,112.0,93.0,195.0
4792,111.0,94.0,195.0
4793,111.0,94.0,195.0
4794,111.0,94.0,195.0
4795,111.0,94.0,195.0
4796,112.0,93.0,195.0
4797,112.0,93.0,195.0
4798,112.0,93.0,195.0
4799,113.0,92.0,195.0
4800,113.0,92.0,195.0
4801,113.0,92.0,195.0
4802,113.0,92.0,195.0
4803,112.0,93.0,195.0
4804,112.0,93.0,195.0
4805,112.0,93.0,195.0
4806,112.0,93.0,195.0
4807,113.0,93.0,194.0
4808,113.0,93.0,194.0
4809,113.0,93.0,194.0
4810,114.0,92.0,194.0
4811,114.0,92.0,194.0
4812,114.0,92.0,194.0
4813,114.0,92.0,194.0
4814,113.0,93.0,194.0
4815,113.0,93.0,194.0
4816,113.0,93.0,194.0
4817,113.0,93.0,194.0
4818,112.0,94.0,194.0
4819,111.0,95.0,194.0
4820,111.0,95.0,194.0
4821,112.0,94.0,194.0
4822,113.0,93.0,194.0
4823,113.0,93.0,194.0
4824,112.0,94.0,194.0
4825,113.0,94.0,193.0
4826,113.0,94.0,193.0
4827,113.0,94.0,193.0
4828,112.0,95.0,193.0
4829,112.0,95.0,193.0
4830,112.0,95.0,193.0
4831,113.0,94.0,193.0
4832,113.0,94.0,193.0
4833,113.0,94.0,193.0
4834,113.0,94.0,193.0
4835,112.0,95.0,193.0
4836,112.0,95.0,193.0
4837,113.0,94.0,193.0
4838,113.0,94.0,193.0
4839,113.0,94.0,193.0
4840,113.0,94.0,193.0
4841,113.0,94.0,193.0
4842,113.0,94.0,193.0
4843,113.0,94.0,193.0
4844,112.0,95.0,193.0
4845,113.0,94.0,193.0
4846,113.0,94.0,193.0
4847,113.0,94.0,193.0
4848,113.0,94.0,193.0
4849,114.0,93.0,193.0
4850,114.0,93.0,193.0
4851,115.0,92.0,193.0
4852,115.0,92.0,193.0
4853,115.0,92.0,193.0
4854,115.0,92.0,193.0
4855,115.0,92.0,193.0
4856,115.0,92.0,193.0
4857,115.0,92.0,193.0
4858,115.0,92.0,193.0
4859,114.0,93.0,193.0
4860,114.0,93.0,193.0
4861,114.0,93.0,193.0
4862,113.0,94.0,193.0
4863,113.0,94.0,193.0
4864,113.0,94.0,193.0
4865,114.0,93.0,193.0
4866,114.0,93.0,193.0
4867,114.0,93.0,193.0
4868,114.0,93.0,193.0
4869,114.0,93.0,193.0
4870,115.0,92.0,193.0
4871,115.0,92.0,193.0
4872,115.0,92.0,193.0
4873,115.0,92.0,193.0
4874,115.0,92.0,193.0
4875,115.0,92.0,193.0
4876,115.0,92.0,193.0
4877,115.0,92.0,193.0
4878,116.0,91.0,193.0
4879,115.0,92.0,193.0
4880,115.0,92.0,193.0
4881,115.0,92.0,193.0
4882,114.0,93.0,193.0
4883,114.0,93.0,193.0
4884,114.0,93.0,193.0
4885,114.0,93.0,193.0
4886,114.0,93.0,193.0
4887,114.0,93.0,193.0
4888,113.0,94.0,193.0
4889,114.0,93.0,193.0
4890,114.0,93.0,193.0
4891,114.0,93.0,193.0
4892,113.0,94.0,193.0
4893,113.0,94.0,193.0
4894,113.0,94.0,193.0
4895,112.0,95.0,193.0
4896,113.0,94.0,193.0
4897,113.0,94.0,193.0
4898,113.0,94.0,193.0
4899,113.0,95.0,192.0
4900,112.0,96.0,192.0
4901,112.0,96.0,192.0
4902,111.0,97.0,192.0
4903,111.0,97.0,192.0
4904,111.0,97.0,192.0
4905,111.0,97.0,192.0
4906,111.0,97.0,192.0
4907,112.0,96.0,192.0
4908,112.0,96.0,192.0
4909,112.0,96.0,192.0
4910,112.0,96.0,192.0
4911,113.0,95.0,192.0
4912,113.0,95.0,192.0
4913,113.0,95.0,192.0
4914,114.0,94.0,192.0
4915,114.0,94.0,192.0
4916,114.0,94.0,192.0
4917,115.0,93.0,192.0
4918,116.0,92.0,192.0
4919,116.0,92.0,192.0
4920,116.0,92.0,192.0
4921,115.0,93.0,192.0
4922,115.0,93.0,192.0
4923,115.0,93.0,192.0
4924,115.0,93.0,192.0
4925,115.0,93.0,192.0
4926,115.0,94.0,191.0
4927,115.0,94.0,191.0
4928,115.0,94.0,191.0
4929,116.0,93.0,191.0
4930,115.0,94.0,191.0
4931,114.0,95.0,191.0
4932,114.0,95.0,191.0
4933,114.0,95.0,191.0
4934,115.0,94.0,191.0
4935,114.0,95.0,191.0
4936,113.0,96.0,191.0
4937,113.0,96.0,191.0
4938,113.0,96.0,191.0
4939,112.0,97.0,191.0
4940,112.0,97.0,191.0
4941,113.0,96.0,191.0
4942,113.0,96.0,191.0
4943,113.0,96.0,191.0
4944,113.0,96.0,191.0
4945,112.0,97.0,191.0
4946,111.0,98.0,191.0
4947,111.0,98.0,191.0
4948,111.0,98.0,191.0
4949,112.0,97.0,191.0
4950,113.0,96.0,191.0
4951,113.0,96.0,191.0
4952,114.0,95.0,191.0
4953,114.0,95.0,191.0
4954,115.0,94.0,191.0
4955,115.0,94.0,191.0
4956,114.0,95.0,191.0
4957,114.0,95.0,191.0
4958,113.0,96.0,191.0
4959,113.0,96.0,191.0
4960,113.0,96.0,191.0
4961,113.0,96.0,191.0
4962,113.0,96.0,191.0
4963,112.0,97.0,191.0
4964,112.0,97.0,191.0
4965,113.0,96.0,191.0
4966,113.0,96.0,191.0
4967,113.0,96.0,191.0
4968,113.0,96.0,191.0
4969,113.0,96.0,191.0
4970,113.0,96.0,191.0
4971,113.0,96.0,191.0
4972,113.0,96.0,191.0
4973,113.0,96.0,191.0
4974,112.0,97.0,191.0
4975,112.0,97.0,191.0
4976,112.0,97.0,191.0
4977,113.0,96.0,191.0
4978,113.0,96.0,191.0
4979,113.0,96.0,191.0
4980,113.0,96.0,191.0
4981,114.0,95.0,191.0
4982,114.0,95.0,191.0
4983,113.0,96.0,191.0
4984,113.0,96.0,191.0
4985,114.0,95.0,191.0
4986,113.0,96.0,191.0
4987,113.0,96.0,191.0
4988,112.0,97.0,191.0
4989,113.0,96.0,191.0
4990,113.0,96.0,191.0
4991,113.0,96.0,191.0
4992,112.0,97.0,191.0
4993,112.0,97.0,191.0
4994,112.0,97.0,191.0
4995,112.0,97.0,191.0
4996,112.0,97.0,191.0
4997,113.0,96.0,191.0
4998,113.0,96.0,191.0
4999,113.0,96.0,191.0
5000,114.0,95.0,191.0
5001,114.0,95.0,191.0
5002,114.0,95.0,191.0
5003,114.0,95.0,191.0
5004,114.0,95.0,191.0
5005,113.0,96.0,191.0
5006,112.0,97.0,191.0
5007,112.0,97.0,191.0
5008,112.0,97.0,191.0
5009,113.0,96.0,191.0
5010,113.0,96.0,191.0
5011,114.0,95.0,191.0
5012,114.0,95.0,191.0
5013,114.0,95.0,191.0
5014,114.0,95.0,191.0
5015,114.0,95.0,191.0
5016,113.0,96.0,191.0
5017,113.0,96.0,191.0
5018,113.0,96.0,191.0
5019,113.0,96.0,191.0
5020,112.0,97.0,191.0
5021,112.0,97.0,191.0
5022,112.0,97.0,191.0
5023,111.0,98.0,191.0
5024,110.0,99.0,191.0
5025,109.0,100.0,191.0
5026,109.0,100.0,191.0
5027,109.0,100.0,191.0
5028,110.0,99.0,191.0
5029,111.0,98.0,191.0
5030,111.0,98.0,191.0
5031,112.0,97.0,191.0
5032,111.0,98.0,191.0
5033,111.0,98.0,191.0
5034,111.0,98.0,191.0
5035,110.0,99.0,191.0
5036,111.0,98.0,191.0
5037,111.0,98.0,191.0
5038,111.0,98.0,191.0
5039,112.0,97.0,191.0
5040,113.0,96.0,191.0
5041,112.0,97.0,191.0
5042,112.0,97.0,191.0
5043,112.0,97.0,191.0
5044,112.0,97.0,191.0
5045,112.0,97.0,191.0
5046,112.0,97.0,191.0
5047,113.0,96.0,191.0
5048,113.0,96.0,191.0
5049,114.0,95.0,191.0
5050,113.0,96.0,191.0
5051,113.0,96.0,191.0
5052,113.0,96.0,191.0
5053,113.0,96.0,191.0
5054,112.0,97.0,191.0
5055,112.0,97.0,191.0
5056,113.0,96.0,191.0
5057,113.0,96.0,191.0
5058,114.0,95.0,191.0
5059,113.0,96.0,191.0
5060,113.0,96.0,191.0
5061,114.0,95.0,191.0
5062,114.0,95.0,191.0
5063,114.0,95.0,191.0
5064,114.0,95.0,191.0
5065,113.0,96.0,191.0
5066,113.0,96.0,191.0
5067,113.0,96.0,191.0
5068,114.0,95.0,191.0
5069,115.0,94.0,191.0
5070,115.0,94.0,191.0
5071,115.0,94.0,191.0
5072,116.0,93.0,191.0
5073,116.0,93.0,191.0
5074,115.0,94.0,191.0
5075,114.0,95.0,191.0
5076,114.0,95.0,191.0
5077,113.0,96.0,191.0
5078,113.0,96.0,191.0
5079,113.0,96.0,191.0
5080,113.0,96.0,191.0
5081,113.0,96.0,191.0
5082,113.0,96.0,191.0
5083,112.0,97.0,191.0
5084,112.0,97.0,191.0
5085,112.0,97.0,191.0
5086,111.0,98.0,191.0
5087,112.0,97.0,191.0
5088,111.0,98.0,191.0
5089,111.0,98.0,191.0
5090,111.0,98.0,191.0
5091,111.0,98.0,191.0
5092,112.0,97.0,191.0
5093,112.0,97.0,191.0
5094,112.0,97.0,191.0
5095,111.0,98.0,191.0
5096,111.0,98.0,191.0
5097,111.0,98.0,191.0
5098,110.0,99.0,191.0
5099,111.0,98.0,191.0
5100,111.0,98.0,191.0
5101,112.0,97.0,191.0
5102,112.0,97.0,191.0
5103,112.0,97.0,191.0
5104,111.0,98.0,191.0
5105,111.0,98.0,191.0
5106,111.0,98.0,191.0
5107,110.0,99.0,191.0
5108,109.0,100.0,191.0
5109,109.0,100.0,191.0
5110,109.0,100.0,191.0
5111,108.0,101.0,191.0
5112,107.0,102.0,191.0
5113,106.0,103.0,191.0
5114,105.0,103.0,192.0
5115,104.0,104.0,192.0
5116,103.0,105.0,192.0
5117,103.0,105.0,192.0
5118,103.0,105.0,192.0
5119,103.0,105.0,192.0
5120,104.0,104.0,192.0
5121,103.0,105.0,192.0
5122,103.0,105.0,192.0
5123,103.0,105.0,192.0
5124,103.0,105.0,192.0
5125,103.0,105.0,192.0
5126,103.0,105.0,192.0
5127,102.0,106.0,192.0
5128,102.0,106.0,192.0
5129,102.0,106.0,192.0
5130,102.0,106.0,192.0
5131,102.0,106.0,192.0
5132,102.0,106.0,192.0
5133,103.0,105.0,192.0
5134,102.0,106.0,192.0
5135,101.0,107.0,192.0
5136,101.0,107.0,192.0
5137,101.0,107.0,192.0
5138,100.0,108.0,192.0
5139,101.0,107.0,192.0
5140,101.0,107.0,192.0
5141,102.0,106.0,192.0
5142,103.0,105.0,192.0
5143,103.0,105.0,192.0
5144,104.0,104.0,192.0
5145,104.0,104.0,192.0
5146,103.0,105.0,192.0
5147,103.0,105.0,192.0
5148,103.0,105.0,192.0
5149,103.0,105.0,192.0
5150,103.0,105.0,192.0
5151,103.0,105.0,192.0
5152,103.0,105.0,192.0
5153,103.0,105.0,192.0
5154,103.0,105.0,192.0
5155,103.0,105.0,192.0
5156,104.0,104.0,192.0
5157,104.0,104.0,192.0
5158,105.0,103.0,192.0
5159,106.0,102.0,192.0
5160,107.0,101.0,192.0
5161,107.0,101.0,192.0
5162,107.0,101.0,192.0
5163,106.0,102.0,192.0
5164,106.0,102.0,192.0
5165,106.0,102.0,192.0
5166,106.0,102.0,192.0
5167,106.0,102.0,192.0
5168,106.0,101.0,193.0
5169,106.0,101.0,193.0
5170,105.0,101.0,194.0
5171,105.0,101.0,194.0
5172,105.0,101.0,194.0
5173,105.0,101.0,194.0
5174,105.0,101.0,194.0
5175,105.0,101.0,194.0
5176,106.0,100.0,194.0
5177,106.0,100.0,194.0
5178,106.0,100.0,194.0
5179,106.0,100.0,194.0
5180,105.0,101.0,194.0
5181,105.0,101.0,194.0
5182,106.0,100.0,194.0
5183,107.0,99.0,194.0
5184,107.0,99.0,194.0
5185,107.0,99.0,194.0
5186,108.0,98.0,194.0
5187,108.0,98.0,194.0
5188,108.0,98.0,194.0
5189,107.0,99.0,194.0
5190,107.0,99.0,194.0
5191,106.0,100.0,194.0
5192,106.0,100.0,194.0
5193,106.0,100.0,194.0
5194,106.0,100.0,194.0
5195,106.0,100.0,194.0
5196,105.0,101.0,194.0
5197,105.0,101.0,194.0
5198,105.0,101.0,194.0
5199,105.0,101.0,194.0
5200,104.0,102.0,194.0
5201,104.0,102.0,194.0
5202,103.0,103.0,194.0
5203,103.0,103.0,194.0
5204,102.0,104.0,194.0
5205,102.0,104.0,194.0
5206,102.0,104.0,194.0
5207,103.0,103.0,194.0
5208,103.0,103.0,194.0
5209,103.0,103.0,194.0
5210,103.0,103.0,194.0
5211,103.0,103.0,194.0
5212,103.0,103.0,194.0
5213,102.0,104.0,194.0
5214,102.0,104.0,194.0
5215,102.0,104.0,194.0
5216,102.0,104.0,194.0
5217,102.0,104.0,194.0
5218,101.0,105.0,194.0
5219,101.0,105.0,194.0
5220,101.0,105.0,194.0
5221,100.0,106.0,194.0
5222,100.0,106.0,194.0
5223,100.0,106.0,194.0
5224,101.0,105.0,194.0
5225,101.0,105.0,194.0
5226,101.0,105.0,194.0
5227,101.0,105.0,194.0
5228,101.0,105.0,194.0
5229,102.0,104.0,194.0
5230,101.0,105.0,194.0
5231,101.0,105.0,194.0
5232,100.0,106.0,194.0
5233,101.0,105.0,194.0
5234,100.0,106.0,194.0
5235,101.0,105.0,194.0
5236,101.0,105.0,194.0
5237,101.0,105.0,194.0
5238,101.0,105.0,194.0
5239,101.0,105.0,194.0
5240,102.0,104.0,194.0
5241,102.0,104.0,194.0
5242,102.0,104.0,194.0
5243,102.0,104.0,194.0
5244,101.0,105.0,194.0
5245,100.0,106.0,194.0
5246,100.0,106.0,194.0
5247,100.0,106.0,194.0
5248,100.0,106.0,194.0
5249,100.0,106.0,194.0
5250,100.0,106.0,194.0
5251,100.0,106.0,194.0
5252,99.0,107.0,194.0
5253,99.0,107.0,194.0
5254,98.0,108.0,194.0
5255,97.0,109.0,194.0
5256,97.0,109.0,194.0
5257,96.0,110.0,194.0
5258,96.0,110.0,194.0
5259,96.0,110.0,194.0
5260,96.0,110.0,194.0
5261,96.0,109.0,195.0
5262,96.0,109.0,195.0
5263,96.0,109.0,195.0
5264,95.0,110.0,195.0
5265,94.0,111.0,195.0
5266,94.0,110.0,196.0
5267,93.0,111.0,196.0
5268,94.0,110.0,196.0
5269,93.0,111.0,196.0
5270,93.0,111.0,196.0
5271,92.0,112.0,196.0
5272,92.0,112.0,196.0
5273,92.0,112.0,196.0
5274,92.0,112.0,196.0
5275,92.0,112.0,196.0
5276,92.0,112.0,196.0
5277,92.0,112.0,196.0
5278,92.0,112.0,196.0
5279,92.0,112.0,196.0
5280,91.0,113.0,196.0
5281,91.0,113.0,196.0
5282,91.0,113.0,196.0
5283,91.0,113.0,196.0
5284,91.0,113.0,196.0
5285,91.0,113.0,196.0
5286,91.0,113.0,196.0
5287,91.0,113.0,196.0
5288,91.0,113.0,196.0
5289,90.0,114.0,196.0
5290,89.0,115.0,196.0
5291,89.0,115.0,196.0
5292,88.0,116.0,196.0
5293,87.0,117.0,196.0
5294,87.0,117.0,196.0
5295,87.0,116.0,197.0
5296,88.0,115.0,197.0
5297,87.0,116.0,197.0
5298,87.0,116.0,197.0
5299,87.0,116.0,197.0
5300,87.0,116.0,197.0
5301,87.0,116.0,197.0
5302,87.0,116.0,197.0
5303,87.0,116.0,197.0
5304,87.0,116.0,197.0
5305,88.0,115.0,197.0
5306,88.0,115.0,197.0
5307,88.0,115.0,197.0
5308,88.0,115.0,197.0
5309,89.0,114.0,197.0
5310,90.0,113.0,197.0
5311,90.0,113.0,197.0
5312,89.0,114.0,197.0
5313,89.0,114.0,197.0
5314,89.0,114.0,197.0
5315,88.0,115.0,197.0
5316,88.0,115.0,197.0
5317,88.0,115.0,197.0
5318,88.0,115.0,197.0
5319,89.0,114.0,197.0
5320,89.0,114.0,197.0
5321,88.0,115.0,197.0
5322,88.0,115.0,197.0
5323,88.0,115.0,197.0
5324,89.0,114.0,197.0
5325,89.0,114.0,197.0
5326,89.0,113.0,198.0
5327,90.0,112.0,198.0
5328,91.0,111.0,198.0
5329,92.0,110.0,198.0
5330,92.0,110.0,198.0
5331,92.0,109.0,199.0
5332,92.0,108.0,200.0
5333,92.0,108.0,200.0
5334,92.0,108.0,200.0
5335,92.0,108.0,200.0
5336,92.0,108.0,200.0
5337,91.0,109.0,200.0
5338,91.0,109.0,200.0
5339,91.0,109.0,200.0
5340,90.0,109.0,201.0
5341,90.0,109.0,201.0
5342,90.0,109.0,201.0
5343,90.0,109.0,201.0
5344,89.0,110.0,201.0
5345,89.0,110.0,201.0
5346,90.0,109.0,201.0
5347,90.0,109.0,201.0
5348,91.0,108.0,201.0
5349,91.0,108.0,201.0
5350,91.0,108.0,201.0
5351,92.0,107.0,201.0
5352,92.0,107.0,201.0
5353,92.0,107.0,201.0
5354,91.0,108.0,201.0
5355,91.0,108.0,201.0
5356,90.0,109.0,201.0
5357,89.0,109.0,202.0
5358,89.0,109.0,202.0
5359,90.0,108.0,202.0
